"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62"
"1",0.996633333333333,0.00117777777777429,0.0249999999999973,0.0249999999999973,-2.14650519581028e-15,0.0127666666666636,7.99999999964028e-05,0.00348222222221916,0.000599999999995922,0.0790811111111092,0.000399999999998305,0.99922,0.00135999999999703,0.000399999999997807,0.0530222222222205,0.00019999999999808,0.00121999999999791,-2.20069148089882e-15,0.000399999999997857,0.000719999999997824,0.0186666666666645,0.0591733333333323,0.000299999999997854,0.00619999999999785,-4.02017308331892e-15,-4.04544546010281e-15,0.00026666666666253,0.00399999999999633,-4.04866140613081e-15,0.0030533333333299,0.000366666666663594,0.000199999999996617,0.999733333333333,0.00638888888888725,0.00399999999999633,0.00150999999999661,-2.17838339959068e-15,0.0152533333333312,0.0149199999999978,0.0388244444444436,0.11767111111111,0.00653333333333136,0.00400555555555293,0.000266666666664605,0.0042899999999978,0.00399999999999633,0.000223333333329843,0.0181999999999978,0.106414444444444,0.0249999999999973,0.711121111111111,0.00199999999999784,0.0904455555555545,0.00463444444444224,0.0050611111111087,0.0645999999999984,0.000399999999996022,0.00156888888888594,0.00206666666666451,-4.06476334073128e-15,0.000799999999996244,0.00855888888888725
"2",0.97588,0.0157766666666646,0.0249999999999973,0.0249999999999973,-2.14650519581028e-15,-3.4110899290359e-15,-3.65226367667522e-15,-4.11188490663979e-15,0.00184888888888518,0.319141111111109,-2.19907055528286e-15,0.999153333333333,0.00178888888888577,0.978266666666667,0.0174377777777761,0.000619999999997807,0.0312199999999983,0.000533333333331187,-2.18939311125155e-15,0.344115555555554,0.0107199999999978,0.31294,5.3333333331163e-05,0.00103999999999786,0.00787666666666345,-4.02189762975051e-15,6.66666666625279e-05,0.00399999999999633,-4.04655568312743e-15,0.0200699999999969,0.00019999999999667,0.000466666666663307,0.999933333333333,0.0269433333333306,0.00399999999999633,0.000566666666662706,-2.19637271333302e-15,0.00182333333333118,0.00253333333333113,0.0160566666666645,0.00773999999999836,0.00359999999999806,0.0652977777777758,-2.12392696023282e-15,0.00779999999999786,0.000266666666662914,0.000499999999996551,0.0035566666666645,0.0243444444444425,0.00255333333333042,0.0726155555555543,0.00199999999999784,0.997483333333334,0.00768111111110961,0.00473111111110848,0.0222222222222203,0.00512666666666379,-4.13662807711527e-15,0.00346666666666451,-3.87334608831225e-15,0.0027999999999963,0.00249999999999665
"3",0.393694444444444,0.00135222222221936,0.0249999999999973,0.0249999999999973,-2.14650519581028e-15,-3.49750598852931e-15,-3.90989463028291e-15,0.00303666666666339,0.4595,0.0338399999999987,0.79373,0.994957777777778,0.346995555555555,0.765607777777778,0.0032666666666645,0.0743188888888873,0.191646666666666,0.147346666666666,0.000333333333331111,-2.00411169141527e-15,0.000326666666664498,0.23228,0.294788888888888,-2.09404345715332e-15,0.0135133333333311,-4.04510129096517e-15,-4.14202376101495e-15,0.00399999999999633,-4.04247376314023e-15,0.00637666666666285,0.00523333333333004,0.00133777777777532,0.9998,0.000818888888885696,0.00399999999999633,0.0134544444444414,-2.20249004219871e-15,-2.13947378332098e-15,0.00713333333333116,0.00660666666666469,0.0035044444444421,0.00391111111110912,0.132104444444443,-2.15709302272179e-15,0.00479999999999784,0.00333333333332966,0.000333333333329288,-2.18332759279368e-15,0.000399999999997792,0.0200911111111083,0.014803333333331,0.0131999999999979,1,0.00274555555555376,0.00504888888888709,0.101033333333332,0.703051111111111,-4.14021409748481e-15,0.00193333333333117,-3.68327590649642e-15,0.00333333333332965,0.0249999999999973
"4",0.342835555555555,0.00650777777777568,0.0249999999999973,0.0249999999999973,-2.14650519581028e-15,0.000546666666663211,-3.79887972930722e-15,0.0759544444444436,0.0894366666666653,0.307323333333333,0.511941111111111,0.998381111111111,0.0226922222222209,0.00919999999999809,0.00429999999999782,0.00503999999999777,0.00658111111110818,0.198059999999999,0.00182222222221997,-2.17931228618795e-15,0.0123333333333312,0.27003,0.00211333333333116,0.00303999999999784,0.0334011111111091,-4.0420592798777e-15,-4.14030291532678e-15,0.00399999999999633,-4.04366170177658e-15,0.0022511111111077,6.66666666631164e-05,0.00275999999999692,0.99808,0.00227777777777508,0.00399999999999633,0.000222222222220082,-2.19750514081814e-15,0.00168999999999784,0.00739999999999785,0.217731111111111,0.000316666666663279,0.00173333333333136,0.124189999999999,0.000133333333331176,0.00373333333333118,0.000133333333329706,-4.06401208981796e-15,-2.19629129697789e-15,0.00262333333333113,0.0109577777777761,0.00912222222221949,0.00679999999999786,0.997702222222223,0.00551888888888701,0.0152522222222194,0.0558333333333321,0.162028888888887,-4.13365638015269e-15,0.00633333333333118,-3.80515989088318e-15,0.00101666666666319,0.0158177777777758
"5",0.985378888888889,0.0390277777777769,0.0249999999999973,0.0249999999999973,-2.14650519581028e-15,0.000439999999996235,-3.65674527695129e-15,0.086379999999999,0.016548888888887,0.330094444444444,0.666405555555555,0.999446666666667,0.00424444444444327,0.00934444444444275,0.069475555555554,0.0714722222222207,0.00725999999999718,0.301505555555555,0.605068888888889,0.00311999999999782,0.00160999999999784,0.812912222222222,-2.15769994464191e-15,0.0185999999999978,0.0365388888888879,-4.03647485806384e-15,-4.13807136704729e-15,0.00399999999999633,-4.04371351218439e-15,0.00411555555555174,0.00105666666666323,0.00151555555555378,0.999092222222222,6.66666666626046e-05,0.00359999999999632,0.00115444444444265,-2.17348731605208e-15,0.00399999999999784,0.0151333333333312,0.355945555555555,0.00249999999999654,0.021488888888887,0.270976666666666,-2.15821064723324e-15,0.0154666666666646,0.000133333333329838,-4.05852018658948e-15,-2.1970388471478e-15,0.141267777777776,0.00318333333333159,0.0115433333333306,0.00199999999999784,0.998114444444445,0.165948888888888,0.0033888888888859,0.0501399999999989,0.00673888888888594,-4.12193982649948e-15,0.0177333333333312,-4.10711464837732e-15,0.0110699999999973,0.0136311111111094
"6",0.955871111111111,0.112148888888888,0.0249999999999973,0.0249999999999973,-2.14650519581028e-15,0.00177333333332979,0.000679999999996551,0.00331111111110931,0.016349999999998,0.00735666666666386,0.500176666666666,0.66598,0.00554111111111009,0.00233999999999751,0.230127777777777,0.0160244444444427,0.0471633333333318,0.0471166666666655,0.458242222222222,0.00326666666666447,0.00262333333333117,0.500305555555555,0.000823333333331105,0.0155999999999978,0.0154211111111093,-4.02827030991185e-15,0.0844788888888873,0.00306666666666291,-4.03615659413011e-15,0.000133333333329416,0.000839999999996159,0.00759888888888588,0.999866666666667,6.66666666626886e-05,0.00163111111110746,0.0108433333333307,0.00695666666666453,0.0155333333333311,0.0190633333333311,0.0255555555555541,0.00136666666666316,0.0579333333333316,0.117899999999999,0.000399999999997848,0.0173333333333312,0.000439999999996616,-3.91858027507889e-15,-2.19650594009598e-15,0.124982222222221,0.00337999999999866,0.00747999999999762,0.00199999999999784,0.832001111111111,0.0834066666666651,0.01027222222222,0.00556888888888621,0.0034077777777743,-4.13662067562844e-15,0.0185999999999979,-4.06603639646619e-15,0.00617333333333048,0.00894777777777551
"7",0.971363333333333,0.00623888888888572,0.0249999999999973,0.0249999999999973,-2.14650519581028e-15,-4.03542014619044e-15,0.00206888888888741,0.00560222222221951,0.0138644444444425,0.00402666666666362,0.00638777777777598,0.9709,0.0321011111111102,0.000133333333329859,0.0129222222222202,0.0203833333333314,0.00324888888888709,0.00244888888888612,0.383498888888889,0.0101666666666647,0.0107999999999978,0.0283888888888873,-2.12800517947661e-15,0.0191333333333311,0.00506444444444226,0.000653333333329434,0.0384988888888877,-4.06762771613482e-15,-4.04531223333985e-15,0.00234666666666321,-3.90923219721155e-15,0.000433333333329943,0.99569,0.00658444444444208,0.000933333333329923,0.0181099999999973,0.0156666666666645,0.0189999999999979,0.00239999999999777,0.0214199999999979,-3.50445598466346e-15,0.0604888888888873,0.828784444444444,0.00343333333333125,0.0103999999999979,-3.36593345788098e-15,-4.0597747386073e-15,-2.19678719659555e-15,0.0010666666666645,0.00606666666666553,0.0516888888888879,0.00359999999999783,0.271584444444444,0.00285444444444047,0.0679211111111091,0.00308333333333013,0.0384233333333319,0.000588888888885648,0.0147333333333312,-4.08595379752796e-15,0.00386666666666299,0.000883333333330021
"8",0.986223333333334,0.350047777777777,0.0249999999999973,0.0249999999999973,-2.14650519581028e-15,-4.01170208164103e-15,0.00177111111110898,0.00101444444444104,0.00466666666666355,0.225969999999999,0.00773444444444268,0.989401111111111,0.021309999999998,0.00131666666666328,0.00128888888888502,0.00382111111110965,0.00105333333333042,0.541565555555555,0.00172666666666286,0.00435555555555348,0.00939999999999784,0.0524466666666657,0.383268888888888,0.00319999999999784,0.138022222222221,0.00202666666666326,0.00383555555555336,-4.03840294538327e-15,-4.03432102539606e-15,0.00613333333333172,-3.90887322510025e-15,0.000881111111108754,0.999366666666667,0.0122811111111083,6.66666666632224e-05,0.00964444444444244,0.0155999999999979,0.00168999999999793,0.00426666666666444,0.0147788888888876,6.6666666663219e-05,0.0210555555555535,0.168147777777776,0.0160399999999983,6.66666666644685e-05,-3.69089573718876e-15,-4.07543998548476e-15,-2.17955283450995e-15,0.00131444444444262,0.000338888888887549,0.00988888888888571,0.0537755555555541,0.208855555555554,0.0149766666666644,0.262222222222222,0.000355555555552702,0.113865555555554,0.00158888888888608,0.0194666666666645,0.000426666666662787,0.00399999999999633,-3.40000620250673e-15
"9",0.991557777777778,0.104281111111111,0.0249999999999973,0.0249999999999973,-2.14650519581028e-15,-4.02261187322968e-15,0.000406666666663191,-4.11174057764659e-15,0.0249999999999973,0.0399944444444433,0.0338766666666649,0.344933333333333,0.0434444444444425,0.00069999999999655,0.00152666666666329,0.0188344444444434,0.000577777777773894,0.0211777777777766,0.00441333333333023,0.0368555555555536,0.00228999999999785,0.250331111111111,0.00947777777777575,0.00133333333333117,0.3743,0.00248333333333062,0.00260999999999756,-3.96005450653547e-15,-4.02743764264339e-15,0.00515888888888633,-4.01890002758402e-15,0.00209666666666501,0.99781,0.00017777777777375,6.66666666633261e-05,0.00846666666666362,0.00860999999999787,0.0239999999999985,0.0018899999999978,0.157554444444444,0.00181444444444228,-2.26100619708329e-15,0.0179222222222201,0.00748666666666483,-2.1977826965743e-15,0.000133333333329552,-4.07265332569295e-15,-2.19470367805267e-15,0.00572777777777633,0.00487444444444259,0.00859888888888596,0.0012344444444427,0.473636666666667,0.00908222222221997,0.2433,0.000133333333329608,0.645025555555555,-4.10139329905708e-15,0.0105333333333312,0.0262099999999983,0.00401888888888542,0.00214999999999644
"10",0.986046666666667,0.00861888888888631,0.0153633333333311,0.0165266666666646,-2.14650519581028e-15,-4.00202463760972e-15,3.99999999964344e-05,6.6666666662802e-05,0.0249999999999973,0.0152466666666653,0.0210055555555534,0.000339999999996324,0.0319333333333314,0.00106666666666329,-3.30512284207885e-15,0.0423022222222202,-4.12483750859375e-15,0.104213333333333,0.000173333333329583,0.0509999999999981,0.000476666666664507,0.0608633333333332,0.00199999999999788,0.00133333333333117,0.75869,0.00696444444444315,0.00043999999999683,-3.79679621076434e-15,-4.02670119470372e-15,3.99999999969444e-05,-4.02092803497567e-15,0.00488666666666365,0.996873333333333,0.00941222222221898,0.00199333333332999,0.00921777777777554,-2.15668594094609e-15,0.0239999999999987,-2.19112875991338e-15,0.500256666666667,0.00211666666666481,0.000653333333331137,0.020333333333332,-2.16032007098003e-15,0.000333333333331125,-4.02498034901555e-15,6.66666666626603e-05,-2.18636960388115e-15,0.00412222222222019,0.00139999999999666,0.00881111111110894,-2.13108049725482e-15,0.946895555555556,0.396536666666667,0.191208888888888,0.0013622222222194,0.9986,-4.12603654946035e-15,0.0189999999999979,0.00754111111110947,0.00722999999999758,0.00359999999999629
