"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61"
"1",0.628775555555555,0.0629688888888881,0.0709144444444433,0.457647777777778,0.00816111111110853,0.013504444444443,0.694935555555556,0.0209811111111091,0.149868888888887,0.31660111111111,0.0175388888888874,0.43337,0.487033333333333,0.00283666666666445,0.0314266666666646,0.0267744444444437,0.0821533333333321,0.99639,0.999916666666667,0.99838,0.017818888888887,0.0170766666666647,0.794902222222222,0.900151111111111,0.998438888888889,0.558815555555556,0.966513333333333,0.0216144444444429,0.0137899999999979,0.563932222222222,0.417212222222222,0.757124444444444,0.410797777777777,0.711664444444444,0.0924633333333322,0.821743333333333,0.0042566666666636,0.00178333333332966,0.012386666666665,0.0668188888888877,-4.01825979897315e-15,0.0352266666666655,0.00140666666666359,0.000133333333331072,0.0057999999999978,0.00132666666666444,0.839352222222222,-4.11924198454964e-15,0.0957777777777764,0.723123333333333,0.877725555555556,0.873224444444445,0.991983333333334,0.999733333333333,0.0110166666666648,0.000133333333331104,0.0256755555555529,-3.61533025738936e-15,0.0163888888888877,0.750827777777778,0.0334288888888871
"2",-2.20194233217323e-15,0.776893333333333,0.265356666666666,0.0414444444444434,0.00206111111110743,0.205652222222222,0.99157,0.0100933333333313,0.00142666666666323,0.998127777777778,0.0263555555555543,0.169924444444444,0.99952,0.00236666666666449,0.00166333333333111,0.17016,0.416088888888888,0.980081111111111,0.999553333333334,0.55514,0.0620655555555546,0.00766222222221912,0.996182222222222,0.735793333333333,0.999187777777778,0.079994444444443,0.995543333333333,0.0523633333333324,0.453392222222222,0.131178888888889,0.797178888888889,0.905942222222222,0.952758888888889,0.202739999999998,0.00479444444444174,0.740297777777778,0.000489999999996662,0.0151166666666635,0.16543,0.203747777777777,-4.01475519495875e-15,0.22573111111111,0.194727777777777,0.00305333333333114,-2.12470041560664e-15,0.28658111111111,0.0217133333333318,-4.09890269873851e-15,0.220302222222222,0.317219999999999,0.541685555555555,0.562267777777778,0.996372222222222,0.999777777777778,0.00927888888888617,0.00956888888888629,0.0158333333333304,0.000506666666663091,0.0055011111111082,0.0293566666666645,0.445448888888888
"3",-2.19659475793795e-15,0.755214444444444,0.491563333333333,0.0283577777777765,0.0261277777777763,0.0233388888888871,0.995107777777778,0.00481888888888565,0.000133333333329954,0.999622222222222,0.083133333333332,0.39457,0.966354444444445,0.00364999999999787,0.834633333333333,0.0958722222222215,0.660982222222222,0.9998,0.996733333333333,0.998946666666667,0.0467955555555543,0.00531666666666365,0.997856666666667,0.618656666666667,0.998541111111111,0.222843333333333,0.997804444444445,0.062107777777777,0.554717777777778,0.472577777777778,0.0686622222222214,0.0518866666666656,0.684115555555556,0.00611666666666527,0.00236666666666311,0.613361111111111,0.0874088888888882,0.0719322222222212,0.128614444444444,0.517874444444444,0.00123999999999644,0.992924444444445,0.00905333333333117,0.000423333333331163,-2.19496273009175e-15,0.0631233333333324,0.00290999999999677,-4.04846526672979e-15,0.0486844444444427,0.618217777777778,0.202212222222222,0.550265555555555,0.531764444444444,0.999326666666667,0.00346777777777488,0.00434888888888606,0.000133333333329829,0.00013333333332962,0.00332666666666349,0.219772222222222,0.535531111111111
"4",0.0117199999999978,0.307734444444444,0.38963,0.0264622222222203,0.00512444444444175,0.196253333333332,0.999813333333333,0.00283555555555241,-3.44826019590035e-15,0.99981,0.00830222222222006,0.59737,0.243644444444444,0.00200111111110949,0.98363,0.344265555555555,0.0624311111111093,0.993987777777778,0.999313333333333,0.936972222222222,0.0181588888888868,-4.13668728900992e-15,0.584978888888889,0.354218888888889,0.996801111111111,0.20763,0.989395555555556,0.024186666666665,0.994765555555556,0.999333333333333,0.0671688888888883,0.157585555555554,0.126664444444444,0.0569655555555545,0.00357555555555231,0.39844,0.0364799999999992,0.032948888888887,0.135187777777777,0.112042222222222,0.000199999999996669,0.995626666666667,0.00181333333333113,0.00366666666666446,-2.20179800318003e-15,0.0793199999999987,0.00170111111110797,-4.0538461476558e-15,0.0200855555555541,0.86789,0.297646666666667,0.153361111111111,0.997343333333333,0.994535555555556,0.0371199999999987,0.0084555555555532,0.00881333333333164,0.00126666666666313,0.0105555555555541,0.0218544444444439,0.155387777777777
"5",0.0147333333333312,0.0201055555555541,0.0443277777777761,0.0790999999999991,0.00312999999999709,0.581453333333333,0.999613333333333,0.0159433333333311,0.00127333333332975,0.999822222222222,0.0114555555555534,0.992564444444445,0.73539,0.00367333333333151,0.953004444444445,0.191596666666666,0.0420333333333315,0.975613333333333,0.999986666666667,0.96552,0.630558888888888,-4.10985689924814e-15,0.853802222222222,0.711437777777778,0.998462222222222,0.869961111111111,0.976986666666667,0.379192222222222,0.998437777777778,0.99513,0.234589999999999,0.121552222222221,0.789412222222222,0.392292222222222,0.0566155555555535,0.241725555555555,0.0877355555555549,0.0087844444444428,0.298738888888888,0.133308888888888,0.000754444444441316,0.980923333333334,0.000466666666664408,0.0153888888888868,0.00239999999999777,0.45776111111111,0.00310333333333185,0.000955555555552362,0.00236999999999656,0.840678888888889,0.485035555555556,0.852658888888889,0.809405555555556,0.996448888888889,0.0103633333333312,0.0165833333333316,0.0184655555555535,0.000533333333329768,0.00830111111110948,0.0126999999999979,0.000968888888887684
"6",0.00453333333333118,0.0306611111111101,0.089539999999999,0.298014444444444,0.0251577777777754,0.0517166666666654,0.997891111111111,0.0339999999999983,0.00164555555555236,0.998713333333334,0.0277222222222203,0.954024444444444,0.472256666666666,0.00602666666666468,0.998616666666667,0.435618888888889,0.212005555555554,0.961948888888889,0.998598888888889,0.390922222222222,0.83713,0.00221999999999673,0.027414444444443,0.934764444444445,0.998346666666667,0.303273333333333,0.997112222222222,0.311221111111111,0.915445555555556,0.680826666666667,0.0166388888888875,0.0614555555555544,0.990574444444444,0.935458888888889,0.0187844444444419,0.222473333333333,0.208079999999999,0.147874444444443,0.503031111111111,0.174375555555554,0.00035555555555242,0.514341111111111,0.000699999999997828,0.015547777777776,0.00684999999999779,0.0155377777777756,0.00193333333333138,0.000333333333330074,0.0537455555555543,0.987217777777778,0.763298888888889,0.0804755555555543,0.837811111111111,0.990013333333333,0.00853222222221929,0.000266666666663417,0.0249999999999973,0.00423333333332989,0.000727777777774637,0.000766666666663635,0.00117555555555318
"7",0.00346666666666446,0.558135555555555,0.160489999999999,0.0847011111111102,0.374817777777777,0.0235922222222197,0.997293333333333,0.00199999999999691,0.0044133333333313,0.999021111111111,0.0280766666666646,0.652868888888889,0.542565555555555,0.00375999999999696,0.600468888888889,0.02478111111111,0.937457777777778,0.964485555555556,0.999933333333333,0.56843,0.913076666666667,0.0726444444444428,0.0215111111111087,0.202758888888888,0.946986666666667,0.313602222222222,0.97318,0.380103333333333,0.340946666666667,0.99857,0.0118333333333312,0.0408111111111099,0.569434444444445,0.993421111111111,0.00962666666666374,0.53079,0.31559111111111,0.159116666666666,0.122618888888888,0.568484444444445,0.00242666666666386,0.0494099999999991,0.000699999999997808,0.00367333333333047,0.0378288888888871,0.00213444444444112,0.00193333333333136,0.000386666666663535,0.125582222222221,0.906968888888889,0.402418888888889,0.829873333333333,0.957612222222222,0.999367777777778,0.00618111111110822,0.000716666666663641,0.0249999999999973,0.0150666666666637,0.0071199999999982,0.0257044444444421,0.000333333333329958
"8",0.0174888888888872,0.416776666666667,0.279743333333333,0.0351788888888873,0.753318888888889,0.001551111111108,0.990568888888889,0.0110355555555532,0.000213333333329474,0.997642222222222,0.703165555555555,0.714302222222222,0.902308888888889,0.00183555555555373,0.872018888888889,0.0102166666666644,0.864365555555556,0.998841111111111,0.999866666666667,0.471877777777777,0.171331111111111,0.012477777777775,0.186207777777776,0.0581211111111095,0.998548888888889,0.0501677777777763,0.974578888888889,0.294709999999999,0.54694,0.439128888888889,0.0106699999999967,0.0600866666666657,0.0338255555555541,0.54332,0.00430222222221934,0.65051,0.50105,0.60296,0.517294444444445,0.695716666666667,0.00202999999999838,0.293404444444444,0.000199999999997787,0.0613922222222212,0.716744444444444,0.0575688888888879,0.00199999999999805,0.000426666666664354,0.020356666666666,0.52312,0.176111111111111,0.303004444444444,0.268877777777778,0.996863333333333,0.0242622222222209,0.00163333333333035,0.0114999999999969,0.00747333333333114,0.00272777777777392,0.217398888888888,0.000283333333330097
"9",0.00393333333333128,0.179547777777777,0.341144444444444,0.00212222222222043,0.99537,0.013601111111109,0.975908888888889,0.00997888888888645,0.00529222222221962,0.99036,0.153846666666664,0.689576666666667,0.398002222222222,0.00151777777777529,0.993955555555556,0.0633011111111096,0.59085,0.992623333333333,0.999866666666667,0.135055555555555,0.205992222222222,0.0137411111111088,0.62078,0.656541111111111,0.999297777777778,0.111614444444444,0.982711111111111,0.0775388888888879,0.668147777777778,0.0417355555555547,0.248425555555555,0.0139777777777759,0.0653399999999993,0.897081111111111,0.000433333333330301,0.126033333333333,0.844831111111111,0.083209999999999,0.566245555555556,0.427433333333333,0.000133333333331268,0.960428888888889,0.0014011111111094,0.00393666666666447,0.139063333333331,0.000399999999997865,0.00719999999999798,0.0456599999999983,0.38188,0.13759111111111,0.505876666666667,0.576515555555555,0.828135555555556,0.999076666666667,0.0461188888888883,0.00245888888888621,0.00208333333332971,0.000821111111107349,0.00477111111110805,0.0195555555555536,0.00501999999999703
"10",0.00633333333333116,0.825325555555556,0.172387777777777,0.0488111111111095,0.75176,0.0894222222222214,0.76716,0.0637711111111091,0.00500777777777556,0.99671,0.000263333333329719,0.804384444444444,0.832026666666667,0.000149999999996245,0.331506666666666,0.00460444444444229,0.93187,0.890111111111111,0.998092222222222,0.718378888888889,0.0305722222222205,0.00393777777777409,0.111348888888888,0.898701111111111,0.967364444444444,0.774197777777778,0.999401111111111,0.0543344444444432,0.924193333333334,0.0629177777777766,0.482852222222222,0.0657188888888878,0.664448888888889,0.9091,0.00877111111110841,0.98442,0.0446299999999983,0.0296655555555544,0.880437777777778,0.717391111111111,-2.08949524349578e-15,0.573637777777778,0.00152111111110832,0.000909999999996328,0.00811333333333065,0.0209977777777757,0.0168666666666647,0.245082222222222,0.745618888888889,0.215787777777776,0.203176666666666,0.673611111111111,0.844516666666667,0.999206666666667,0.102942222222221,0.000444444444441536,0.00143333333333001,0.00120666666666296,0.0128111111111082,0.0470299999999981,0.0014644444444411
