Frames,Average Velocity,Standard deviation of velocity 
993,1.1292275,1.343919648
994,1.07778282,1.254210674
995,0.984307156,1.223831729
996,0.96847714,1.178274731
997,1.01831641,1.216180592
998,1.04077086,1.298253296
999,1.039174313,1.354791734
1000,1.015102204,1.330242392
1001,0.964844408,1.252434216
1002,0.868644175,1.119290471
1003,0.909767917,1.15123143
1004,0.999461604,1.227634387
1005,1.096171325,1.260704576
1006,1.104500854,1.260332023
1007,1.068295872,1.228908483
1008,1.014202213,1.18110086
1009,0.899508375,1.220951397
1010,1.056770479,1.218525027
1011,1.102865148,1.294612574
1012,1.128926688,1.356996271
1013,1.153072313,1.370460989
1014,1.030486979,1.423182766
1015,1.007608873,1.44169852
1016,1.024691694,1.440205471
1017,1.085464612,1.324373535
1018,1.068318965,1.182076628
1019,0.990758861,1.086016817
1020,0.8615964,1.107770532
1021,0.87163238,1.117115692
1022,0.9309819,1.11349146
1023,0.99129682,1.077087303
1024,0.93649392,1.059709001
1025,0.876337466,1.055123224
1026,0.84112786,1.055735467
1027,0.8806529,1.053256426
1028,0.91386673,1.098173589
1029,0.96142378,1.173469574
1030,0.975796275,1.290130443
1031,1.050792137,1.337338426
1032,1.034727631,1.357988921
1033,1.046028765,1.302634355
1034,0.9689303,1.246484659
1035,0.990001255,1.132748718
1036,0.915543725,1.068431871
1037,0.879278543,1.028505777
1038,0.896565927,1.043910638
1039,0.937776841,1.101048438
1040,0.974898631,1.16593458
1041,1.017891451,1.186394239
1042,0.941682692,1.217121191
1043,0.951487416,1.201338976
1044,0.958991035,1.275808999
1045,1.02818636,1.357017092
1046,1.0528058,1.441768436
1047,1.0677978,1.535062403
1048,1.09095022,1.648637799
1049,1.115214662,1.754474846
1050,1.157315644,1.813395763
1051,1.128719152,1.817164643
1052,1.11937138,1.751314116
1053,1.051520298,1.614622215
1054,0.957280474,1.397584727
1055,0.907447712,1.121818204
1056,0.895217984,0.94163934
1057,0.91272346,0.995136692
1058,0.903532237,1.182340881
1059,0.976163192,1.272292658
1060,0.984443245,1.324047072
1061,1.082119924,1.330742446
1062,1.144512971,1.427856103
1063,1.137363804,1.579520029
1064,1.176062437,1.651348003
1065,1.210783341,1.633521645
1066,1.168979894,1.623031232
1067,1.152178439,1.625189646
1068,1.185540573,1.64470835
1069,1.222612269,1.664800901
1070,1.226902212,1.664111355
1071,1.257545827,1.645743209
1072,1.261082827,1.711608386
1073,1.253620804,1.934417322
1074,1.344222235,2.185297069
1075,1.392342373,2.403257059
1076,1.430378784,2.413303855
1077,1.404975175,2.17344848
1078,1.285991961,1.807763679
1079,1.133431788,1.547866736
1080,1.242053746,1.643606909
1081,1.298828583,1.806549781
1082,1.332153146,2.031562212
1083,1.296157881,2.159515936
1084,1.289617104,2.155433165
1085,1.245876338,2.231153522
1086,1.220155041,2.390160736
1087,1.214594514,2.392861933
1088,1.18148764,2.094592823
1089,1.04503648,1.605091523
1090,0.94178728,1.171036113
1091,0.906778356,1.073200856
1092,0.949994168,1.151417388
1093,0.971912012,1.194078735
1094,0.86445698,1.155786612
1095,0.81665298,1.028388772
1096,0.775339861,0.968503468
1097,0.768459102,1.006030545
1098,0.799564102,1.101877026
1099,0.81334511,1.169484667
1100,0.94750534,1.133841787
1101,1.02170616,1.189155881
1102,1.15924688,1.266910061
1103,1.327466472,1.446504187
1104,1.38772424,1.654559577
1105,1.405484653,1.771379847
1106,1.392769469,1.776314082
1107,1.400184443,1.710737261
1108,1.362474449,1.644970219
1109,1.390224367,1.56844613
1110,1.309235,1.54460936
1111,1.308038441,1.494040334
1112,1.231131943,1.497173103
1113,1.231830173,1.454760707
1114,1.210021449,1.379338096
1115,1.180613918,1.305890142
1116,1.12820436,1.341525446
1117,1.27542356,1.392721906
1118,1.26481542,1.65820593
1119,1.392438552,1.966027409
1120,1.55188688,2.259997975
1121,1.67014528,2.387584099
1122,1.647927776,2.328368284
1123,1.488897375,2.05806502
1124,1.293486327,1.920061431
1125,1.261006918,1.912480876
1126,1.310703041,2.017044804
1127,1.3327591,2.157580173
1128,1.43701058,2.183440681
1129,1.4870459,2.091359595
1130,1.424543294,1.985533771
1131,1.443129137,1.969912874
1132,1.471509275,2.019243688
1133,1.430341269,2.00744384
1134,1.507896019,1.876646241
1135,1.472324529,1.977104956
1136,1.55240649,2.205903285
1137,1.54865978,2.45889026
1138,1.62344776,2.429641485
1139,1.6351838,2.211902688
1140,1.544203424,1.935481196
1141,1.45197342,1.656659463
1142,1.283870316,1.520668732
1143,1.12841022,1.504231383
1144,1.13160682,1.456340779
1145,1.251147347,1.443441349
1146,1.357674021,1.52419639
1147,1.503508417,1.682581968
1148,1.561002064,1.912156024
1149,1.57119267,2.100802551
1150,1.501452538,2.239363822
1151,1.426008458,2.341456013
1152,1.344843426,2.335581423
1153,1.284434979,2.231725203
1154,1.279895872,1.955110015
1155,1.13035517,1.647785707
1156,1.081072064,1.357830175
1157,1.099445596,1.263441435
1158,1.155408936,1.359886661
1159,1.154637766,1.485311972
1160,1.169727681,1.480088471
1161,1.20284017,1.35266848
1162,1.151977851,1.247926974
1163,1.113887745,1.214672877
1164,1.068347128,1.304167204
1165,1.206835979,1.383900522
1166,1.260508064,1.385131994
1167,1.310151255,1.450233528
1168,1.284847304,1.519051618
1169,1.219917739,1.606122715
1170,1.24747937,1.524006291
1171,1.20005213,1.290089173
1172,1.135375804,1.039683388
1173,1.058917326,1.049236815
1174,1.094766022,1.161454047
1175,1.118833002,1.22688372
1176,1.07918832,1.256254945
1177,1.03196096,1.219622665
1178,1.026542867,1.217037299
1179,1.075378578,1.210688571
1180,1.094181778,1.232634568
1181,1.054795111,1.252621983
1182,0.9739374,1.235957511
1183,0.893842761,1.06065717
1184,0.857989283,1.022981639
1185,0.852234609,0.964608313
1186,0.84566013,0.908029853
1187,0.828567277,0.969119984
1188,0.922345723,1.095323422
1189,0.949978409,1.271706781
1190,0.986116809,1.341567005
1191,1.016536809,1.28108081
1192,1.000756553,1.133931139
1193,1.028351277,1.067955863
1194,1.02885566,1.081362745
1195,0.995924541,1.160245154
1196,1.062256592,1.14680697
1197,0.97754268,1.170204699
1198,0.90930136,1.166035908
1199,1.043238714,1.21687812
1200,1.133173327,1.297835165
1201,1.192100857,1.379116945
1202,1.206329061,1.516471867
1203,1.220452224,1.572731204
1204,1.235500143,1.523592916
1205,1.157327592,1.432739715
1206,1.03294254,1.392017323
1207,1.04534166,1.349764558
1208,0.985398294,1.426490998
1209,1.02060824,1.510089277
1210,1.012434918,1.624830464
1211,1.031809598,1.686550383
1212,1.055411,1.689131776
1213,1.036618163,1.703108283
1214,1.059791306,1.690837652
1215,1.038561361,1.615785114
1216,0.982940469,1.458026931
1217,0.963597624,1.283132781
1218,0.967105306,1.191192503
1219,0.965153776,1.176923479
1220,0.969684551,1.230619227
1221,0.918941531,1.40246682
1222,0.955976163,1.572648512
1223,0.95209936,1.687484667
1224,1.0751165,1.669230028
1225,1.005460564,1.651091691
1226,1.0724941,1.563311506
1227,1.126966982,1.553695281
1228,1.216354878,1.613432169
1229,1.26015878,1.752131879
1230,1.21953662,1.889273832
1231,1.29024156,1.87610389
1232,1.30143198,1.793359379
1233,1.29933922,1.682863662
1234,1.207536549,1.665123897
1235,1.265087882,1.652870262
1236,1.292152765,1.679272223
1237,1.278014804,1.755130794
1238,1.294446961,1.866975735
1239,1.367394896,1.968746973
1240,1.388222961,2.052507366
1241,1.385661176,2.072079224
1242,1.248154214,2.03063681
1243,1.258739725,1.946429531
1244,1.287321216,1.894962109
1245,1.275766642,1.90766329
1246,1.348209717,1.910708659
1247,1.313572943,1.90867523
1248,1.274620189,1.789846267
1249,1.216576396,1.618962058
1250,1.111222259,1.472892361
1251,1.168207556,1.392649779
1252,1.214294352,1.450291049
1253,1.30366837,1.643313077
1254,1.343895407,1.861808099
1255,1.347070852,1.969718072
1256,1.407710151,1.928831222
1257,1.381911222,1.854196289
1258,1.437133963,1.788861475
1259,1.444447704,1.869236342
1260,1.505582159,2.016461092
1261,1.664928,2.123185452
1262,1.744443204,2.173063126
1263,1.732997633,2.143302741
1264,1.63926825,2.077017312
1265,1.554201587,1.945595207
1266,1.490570815,1.767578788
1267,1.407021296,1.658601128
1268,1.374582755,1.664954797
1269,1.306373623,1.705033869
1270,1.267663604,1.687886656
1271,1.233036094,1.609847979
1272,1.253401396,1.510375658
1273,1.21585817,1.482455236
1274,1.174238321,1.485122224
1275,1.152296462,1.503303507
1276,1.160220031,1.504976246
1277,1.209580096,1.514755044
1278,1.139211415,1.566717992
1279,1.14493783,1.543421795
1280,1.062231407,1.504272139
1281,1.076087389,1.385021595
1282,1.058232372,1.289882841
1283,1.021347006,1.235170437
1284,0.94806683,1.252524246
1285,0.950089019,1.306067152
1286,0.973351642,1.400354731
1287,1.035602908,1.480643306
1288,1.054971366,1.543148045
1289,1.070170733,1.587692926
1290,1.14491425,1.59334457
1291,1.176153496,1.649033109
1292,1.194624056,1.708319658
1293,1.224089262,1.778006161
1294,1.268791612,1.807072887
1295,1.232802635,1.799610294
1296,1.185888346,1.749985507
1297,1.160060577,1.68799825
1298,1.140132038,1.631605522
1299,1.028406462,1.499088762
1300,0.966715269,1.30680276
1301,0.910089077,1.218741602
1302,0.882423715,1.11804783
1303,0.809486077,1.003754645
1304,0.733259231,0.884610825
1305,0.762254288,0.945524806
1306,0.844326275,1.109649378
1307,0.933858314,1.245383374
1308,0.934096908,1.341979384
1309,0.916186194,1.40274019
1310,0.86192062,1.439671706
1311,0.871630196,1.420272351
1312,0.882648216,1.318896222
1313,0.903349098,1.313285788
1314,0.904602176,1.390183254
1315,0.985088353,1.533679577
1316,1.068699245,1.669090285
1317,1.135964412,1.757137464
1318,1.172646255,1.79469025
1319,1.181621647,1.795227604
1320,1.119796675,1.777677437
1321,1.050272843,1.715784589
1322,1.00349351,1.680409661
1323,1.031168188,1.677675606
1324,1.129710258,1.707927074
1325,1.215495534,1.762519793
1326,1.241072998,1.804518312
1327,1.19896406,1.802623662
1328,1.241986862,1.713130376
1329,1.210946584,1.670908953
1330,1.18769672,1.651822587
1331,1.169748034,1.655007142
1332,1.129612482,1.692617253
1333,1.08159955,1.738614205
1334,1.108088422,1.715786429
1335,1.1799469,1.661782775
1336,1.141869605,1.661890349
1337,1.159660176,1.609578736
1338,1.095916318,1.55040813
1339,1.035774892,1.481678445
1340,0.990950275,1.421869586
1341,0.952138841,1.379981817
1342,0.904479302,1.389206041
1343,0.892746978,1.447376387
1344,0.999504478,1.514848861
1345,1.019673688,1.59700003
1346,1.029249608,1.661059105
1347,1.006658386,1.664409817
1348,0.891759002,1.627373465
1349,0.852977838,1.477606265
1350,0.818367496,1.333247706
1351,0.777435314,1.281041269
1352,0.839976055,1.295754179
1353,0.884253531,1.345832152
1354,0.910201755,1.398953573
1355,0.875414588,1.497640899
1356,0.99073938,1.620421349
1357,1.101642563,1.808745763
1358,1.152860275,1.984407194
1359,1.183119257,2.035846698
1360,1.198264737,1.928509606
1361,1.155578563,1.759383388
1362,1.048543804,1.62718791
1363,1.066568452,1.48601971
1364,1.033976776,1.399007844
1365,0.815230521,1.38601619
1366,0.908767245,1.302561514
1367,0.947825094,1.325758853
1368,0.925072694,1.418082383
1369,0.924664434,1.494013406
1370,0.917351777,1.556726356
1371,0.959936509,1.583567666
1372,0.965097943,1.597816302
1373,0.897239907,1.613036339
1374,0.911643148,1.60733869
1375,0.919355259,1.645734428
1376,0.985455074,1.680624099
1377,1.068718556,1.683423977
1378,1.126873944,1.651211546
1379,1.072901722,1.68193334
1380,1.084840148,1.704500075
1381,1.107244407,1.673546688
1382,1.040884741,1.588938917
1383,0.939325098,1.502288723
1384,0.870741111,1.463392062
1385,0.838601527,1.467718733
1386,0.934514455,1.442791952
1387,0.926746327,1.498342478
1388,0.983418096,1.572887702
1389,1.050646564,1.650601952
1390,1.082880491,1.666235132
1391,1.096486636,1.59451108
1392,1.065305982,1.523705721
1393,1.067791509,1.498920912
1394,1.02269083,1.556763944
1395,1.026619566,1.621120888
1396,1.038480266,1.675077144
1397,1.089037991,1.722973168
1398,1.101653253,1.775310057
1399,1.103017923,1.810697799
1400,1.09297477,1.852029737
1401,1.125880038,1.913524489
1402,1.162938788,1.97548765
1403,1.180315231,1.952033989
1404,1.073846327,1.862150825
1405,1.026602442,1.719933774
1406,1.027903315,1.622285934
1407,1.075669577,1.595021147
1408,1.090412062,1.668931694
1409,1.13790564,1.781901772
1410,1.218295731,1.921135396
1411,1.29539375,2.072201127
1412,1.30973519,2.212410526
1413,1.346574588,2.255044315
1414,1.397407216,2.224246957
1415,1.440673578,2.145161048
1416,1.424697647,2.062654741
1417,1.335543765,1.972181768
1418,1.190957137,1.857934249
1419,1.06784502,1.780810786
1420,0.990148824,1.798062164
1421,1.02340339,1.81719571
1422,1.01105825,1.823852436
1423,1.042851519,1.802881862
1424,1.084159981,1.813946069
1425,1.11043975,1.842401007
1426,1.191295106,1.819835127
1427,1.265674277,1.74551323
1428,1.246979615,1.681911513
1429,1.12830128,1.626774648
1430,1.030205986,1.580223356
1431,0.99660684,1.588538945
1432,1.021342574,1.650597127
1433,1.044315006,1.738433451
1434,1.10963389,1.777458833
1435,1.11379776,1.729692119
1436,1.0990495,1.645470537
1437,1.111501064,1.609942729
1438,1.142512628,1.604457748
1439,1.149305332,1.559816767
1440,1.17373682,1.481246746
1441,1.149394767,1.408127704
1442,1.080497235,1.427920357
1443,1.09697682,1.48473697
1444,1.158022327,1.53268387
1445,1.157644755,1.588673619
1446,1.184057327,1.606786752
1447,1.215099237,1.57757576
1448,1.172777782,1.548071238
1449,1.149256894,1.527743834
1450,1.205042837,1.517810586
1451,1.196953835,1.579565839
1452,1.106579904,1.654651477
1453,1.089303148,1.672065441
1454,1.015253731,1.720424223
1455,1.028545245,1.766745158
1456,1.038389471,1.816856242
1457,1.070759875,1.857082703
1458,1.023472885,1.886719532
1459,1.052878271,1.903477176
1460,1.108203333,1.897406971
1461,1.086673938,1.882511679
1462,1.119216563,1.80909987
1463,1.088921688,1.744210124
1464,1.063257458,1.702452132
1465,1.064303298,1.667735232
1466,1.040035604,1.651920639
1467,1.014992846,1.629451641
1468,0.994609354,1.620030804
1469,0.945937335,1.632345898
1470,0.973412125,1.624448591
1471,1.021024229,1.603437036
1472,1.05648754,1.609355745
1473,1.094475333,1.62837522
1474,1.096821769,1.622258689
1475,1.075848898,1.545997066
1476,1.0732475,1.390751799
1477,0.969493365,1.287266384
1478,0.8897864,1.222757548
1479,0.87645162,1.240350908
1480,0.9275154,1.233667943
1481,0.948096894,1.203348874
1482,0.942512024,1.115321307
1483,0.872765648,1.023065712
1484,0.817700022,0.942663737
1485,0.822285096,0.884543693
1486,0.84363488,0.909538553
1487,0.856702592,1.024258537
1488,0.841772776,1.166445945
1489,0.902903972,1.247090173
1490,0.897004104,1.281521299
1491,0.812660235,1.25566159
1492,0.8531627,1.220172316
1493,0.937563281,1.16921086
1494,0.9187755,1.224079678
1495,0.913784643,1.207116575
1496,0.87407667,1.127160736
1497,0.886288177,1.015689004
1498,0.903831738,1.016015675
1499,0.950903213,1.160919776
1500,1.025458774,1.321069554
1501,1.132133779,1.418001142
1502,1.13948955,1.463856317
1503,1.134340481,1.444501195
1504,1.028079269,1.353229801
1505,0.957708038,1.253518199
1506,0.931567962,1.222409711
1507,0.896457027,1.254008343
1508,0.921387777,1.235347594
1509,0.861493538,1.203050399
1510,0.813402904,1.170687321
1511,0.792235985,1.128688992
1512,0.831078406,1.102492505
1513,0.856383788,1.131979436
1514,0.892226712,1.191616747
1515,0.933475696,1.237202969
1516,0.986190717,1.241977232
1517,1.020618943,1.275795843
1518,1.055814377,1.309402625
1519,1.093514549,1.298852866
1520,0.958197385,1.348322749
1521,0.984727852,1.333313911
1522,0.944373907,1.318224824
1523,0.916160148,1.242068604
1524,0.87752363,1.165952695
1525,0.903711965,1.116112988
1526,0.916568728,1.095122026
1527,0.95415282,1.051126271
1528,0.92382163,1.039506492
1529,0.875632641,1.070902714
1530,0.900464185,1.108784239
1531,0.873819583,1.159339445
1532,0.891013446,1.139600902
1533,0.874444928,1.102720606
1534,0.813894519,1.091440008
1535,0.81302827,1.0742402
1536,0.807733174,1.058212047
1537,0.805107296,1.038527673
1538,0.803409333,1.029937695
1539,0.789913981,1.065715944
1540,0.788490631,1.128121657
1541,0.891525235,1.125181795
1542,0.924461822,1.164743109
1543,0.962262018,1.226257451
1544,0.979568049,1.287039046
1545,0.95078775,1.336387208
1546,1.050429414,1.315170862
1547,1.1344716,1.314771906
1548,1.199920498,1.315491568
1549,1.227011259,1.400361526
1550,1.224654607,1.564357973
1551,1.232334123,1.678574453
1552,1.165308477,1.662624226
1553,1.032495607,1.467283326
1554,0.903228286,1.21122964
1555,0.842769338,1.11790168
1556,0.877016718,1.14923786
1557,0.87831937,1.171592533
1558,0.922845947,1.13269201
1559,0.906984588,1.173108565
1560,0.926208921,1.185692068
1561,0.926899211,1.158190117
1562,0.890814632,1.134731836
1563,0.912115821,1.121735218
1564,0.963637123,1.112316526
1565,0.968140772,1.10327637
1566,0.960568161,1.122351057
1567,0.929711625,1.17837956
1568,0.860714607,1.219491654
1569,0.844214855,1.234705851
1570,0.844294436,1.253012186
1571,0.948818964,1.287074882
1572,1.034055509,1.327080822
1573,1.054964782,1.374325506
1574,1.017264909,1.433173932
1575,1.017012618,1.47105906
1576,1.049211273,1.460536523
1577,1.007930038,1.42681556
1578,0.947105418,1.34471408
1579,0.920109545,1.240909848
1580,0.889305951,1.196843009
1581,0.853624036,1.227114666
1582,0.85758098,1.292033955
1583,0.930144836,1.332847997
1584,0.932025745,1.338798
1585,0.959006158,1.281821651
1586,0.882631151,1.227808136
1587,0.794213147,1.213481105
1588,0.730546166,1.252279606
1589,0.766436861,1.287167093
1590,0.806128209,1.311557632
1591,0.877388525,1.271071684
1592,0.884763145,1.213231056
1593,0.841455793,1.185808079
1594,0.794226076,1.17643658
1595,0.777129813,1.166514048
1596,0.79244194,1.152770635
1597,0.800714751,1.14434475
1598,0.771299644,1.175149819
1599,0.748714291,1.23465681
1600,0.755448025,1.244753565
1601,0.807467293,1.188296751
1602,0.735866685,1.114333572
1603,0.768461479,0.981194681
1604,0.791935599,0.979045949
1605,0.905364158,1.035769836
1606,0.984383534,1.145511785
1607,0.996397291,1.232491036
1608,1.002370523,1.283767098
1609,0.974215939,1.305056039
1610,0.961833256,1.290284061
1611,0.971476006,1.263196515
1612,0.975808461,1.236196546
1613,0.920480039,1.178308343
1614,0.805329374,1.105531753
1615,0.729126544,1.04777217
1616,0.728937154,1.068380476
1617,0.75516354,1.139646171
1618,0.796000126,1.221103525
1619,0.848568062,1.254254905
1620,0.83471514,1.257327711
1621,0.838503815,1.222084733
1622,0.83889648,1.204797321
1623,0.809329124,1.204628828
1624,0.729977949,1.209569826
1625,0.747210208,1.16518236
1626,0.764040299,1.114962482
1627,0.735984448,1.043924045
1628,0.667529932,0.981194165
1629,0.686506,0.913922891
1630,0.712625315,0.885761019
1631,0.739883153,0.869819817
1632,0.787204169,0.902084102
1633,0.856683017,0.98680507
1634,0.862910051,1.087557922
1635,0.806165934,1.178506184
1636,0.812748016,1.169922277
1637,0.797294293,1.177345657
1638,0.829648787,1.172287936
1639,0.836536164,1.17265177
1640,0.870042115,1.184570902
1641,0.858798623,1.237228182
1642,0.85857777,1.303491911
1643,0.910900208,1.373112911
1644,0.983675279,1.45426334
1645,1.049337443,1.55110903
1646,1.09033767,1.651393028
1647,1.10214312,1.714799194
1648,1.061700129,1.694419471
1649,1.033245484,1.581449386
1650,0.973166903,1.478940321
1651,0.974983137,1.392735639
1652,0.999772047,1.315402572
1653,1.000400774,1.20132965
1654,0.974203871,1.090069992
1655,0.913574774,1.088489608
1656,0.930953161,1.166500656
1657,0.990359906,1.299359746
1658,1.114307952,1.509416817
1659,1.187990742,1.78347708
1660,1.231079581,1.964953814
1661,1.227416661,1.963712578
1662,1.172395727,1.795119328
1663,1.081879269,1.554357569
1664,0.999171876,1.375354026
1665,0.95192921,1.330438177
1666,0.922921548,1.351630904
1667,0.909259115,1.392324891
1668,0.900222392,1.438294612
1669,0.877757517,1.491843098
1670,0.95037235,1.47332756
1671,1.004366467,1.430261822
1672,1.00063045,1.41390249
1673,0.994451782,1.426868749
1674,1.0105952,1.449631707
1675,1.013326383,1.475420317
1676,1.022812967,1.497260018
1677,1.049915507,1.46901997
1678,1.037819533,1.39396739
1679,0.973220267,1.297792614
1680,0.921545383,1.175665987
1681,0.825774356,1.046660144
1682,0.842340022,1.052872975
1683,0.85435715,1.167655649
1684,0.848135438,1.247321783
1685,0.809545248,1.266696282
1686,0.825262364,1.229346603
1687,0.852940159,1.174069309
1688,0.745616633,1.121577138
1689,0.700561181,1.00361746
1690,0.61642758,0.889920767
1691,0.612586056,0.762866899
1692,0.649468194,0.775496858
1693,0.715207203,0.996990506
1694,0.819873653,1.254101271
1695,0.923654341,1.418119271
1696,0.971545033,1.444814903
1697,0.938760706,1.350408944
1698,0.806311191,1.108061381
1699,0.815956368,1.019764392
1700,0.882498798,1.061037862
1701,0.921393901,1.193901408
1702,0.905796589,1.297323644
1703,0.867831967,1.28316588
1704,0.816205242,1.197239552
1705,0.821942369,1.165416669
1706,0.850687409,1.22044363
1707,0.888650552,1.25796592
1708,0.893657724,1.243171861
1709,0.850856864,1.175191693
1710,0.825347864,1.036863258
1711,0.762241339,0.931539853
1712,0.733587997,0.857755583
1713,0.726216034,0.815698162
1714,0.700967186,0.823345882
1715,0.677546356,0.881085572
1716,0.676663068,0.956901894
1717,0.708377915,1.024663626
1718,0.725740034,1.048411052
1719,0.730744153,1.039414828
1720,0.778711051,1.00612893
1721,0.774694797,1.033203704
1722,0.849733017,1.114560897
1723,0.923781441,1.213121689
1724,0.973618942,1.287994984
1725,0.973894075,1.318763975
1726,0.909625568,1.29558664
1727,0.882742916,1.18931438
1728,0.821065322,1.04289117
1729,0.802254807,0.931048623
1730,0.779365413,0.893390409
1731,0.765634531,0.86161741
1732,0.718461898,0.84298218
1733,0.696408484,0.850528399
1734,0.70530133,0.850881805
1735,0.712687842,0.906501563
1736,0.752662548,0.922914639
1737,0.755541626,0.982919092
1738,0.829092835,1.009420297
1739,0.79225944,1.044148903
1740,0.808710654,1.086953733
1741,0.853737298,1.170427038
1742,0.907392818,1.254703632
1743,0.831478896,1.323787846
1744,0.836427868,1.316016391
1745,0.854251823,1.277719547
1746,0.848670624,1.24814408
1747,0.859999756,1.289862185
1748,0.912443228,1.387496937
1749,0.938899711,1.446142107
1750,0.976850522,1.437343794
1751,0.953727321,1.417038055
1752,0.859518085,1.098710019
1753,0.873014695,1.090346551
1754,0.88427116,1.110878734
1755,0.915190141,1.120740571
1756,0.848384566,1.148731251
1757,0.850287114,1.150492897
1758,0.851388397,1.152572304
1759,0.836809359,1.165140562
1760,0.79731312,1.179717757
1761,0.742171848,1.161570488
1762,0.759873441,1.075589367
1763,0.809021604,1.006235279
1764,0.838767983,1.022683777
1765,0.840925102,1.117536491
1766,0.885653085,1.201898107
1767,0.949330932,1.261762814
1768,0.983782949,1.298350456
1769,1.001904627,1.268805811
1770,0.968459254,1.176229954
1771,0.905399644,1.074654203
1772,0.867914464,1.04992658
1773,0.844338525,1.144695611
1774,0.864495475,1.25545761
1775,0.888744424,1.32368255
1776,0.936233517,1.321124275
1777,0.948363295,1.283702552
1778,0.906811437,1.228057744
1779,0.840809719,1.153872019
1780,0.763556812,1.082105201
1781,0.698430952,1.052835262
1782,0.674121394,1.043342905
1783,0.759322978,1.16747868
1784,0.775521072,1.242458046
1785,0.84078065,1.160331029
1786,0.791862513,1.069908223
1787,0.688551965,0.997790279
1788,0.684669667,0.907063551
1789,0.625989956,0.912142173
1790,0.615015204,1.051066228
1791,0.800528986,1.19936554
1792,0.939258015,1.324694241
1793,1.062056078,1.406835181
1794,1.097944268,1.466985159
1795,1.069328982,1.49148135
1796,0.963451645,1.461562307
1797,0.843888261,1.339438348
1798,0.72794423,1.150677317
1799,0.640776897,0.959936389
1800,0.590244894,0.844130291
1801,0.589618308,0.8242363
1802,0.626128988,0.858926596
1803,0.673259645,0.89751091
1804,0.72715088,0.933524106
1805,0.717754191,0.987687215
1806,0.702438474,1.005905113
1807,0.684026933,0.969236095
1808,0.670670691,0.937704766
1809,0.661441864,0.961510991
1810,0.657542815,1.004311669
1811,0.650460137,1.022822423
1812,0.757761747,1.039760138
1813,0.785505321,1.138327782
1814,0.788287299,1.222020549
1815,0.731102601,1.2275531
1816,0.649616988,1.119055669
1817,0.593316341,0.985212167
1818,0.547264412,0.906169415
1819,0.549000989,0.867355097
1820,0.540547489,0.799855501
1821,0.608222029,0.773010185
1822,0.583796042,0.762957238
1823,0.598777559,0.832912737
1824,0.628856976,0.993781817
1825,0.604920553,1.211818432
1826,0.720077762,1.303306488
1827,0.695693523,1.274446595
1828,0.671382254,1.120356288
1829,0.629674605,0.977584908
1830,0.590676444,0.899361003
1831,0.593025823,0.817821566
1832,0.592067228,0.775964221
1833,0.621745927,0.81126304
1834,0.609823865,0.91298375
1835,0.601872422,0.95724431
1836,0.556396394,0.88459762
1837,0.461928519,0.741907713
1838,0.479061004,0.67378211
1839,0.470570519,0.936450288
1840,0.639492111,1.241292662
1841,0.745652574,1.404080276
1842,0.807714259,1.439760036
1843,0.853493493,1.421018842
1844,0.816683727,1.46989004
1845,0.849666236,1.501796797
1846,0.846218042,1.463046881
1847,0.876551007,1.324518213
1848,0.881918891,1.20025898
1849,0.885754527,1.173371458
1850,0.878174582,1.22194549
1851,0.845534796,1.284021389
1852,0.864230474,1.337555175
1853,0.871018719,1.384851396
1854,0.882069722,1.403177565
1855,0.892900415,1.380224303
1856,0.879994962,1.318003203
1857,0.85824357,1.232740529
1858,0.807865875,1.14475018
1859,0.820055013,1.072614869
1860,0.84213683,1.022326205
1861,0.838863849,0.998269499
1862,0.796530319,1.041328581
1863,0.849827111,1.136822022
1864,0.852443222,1.170451336
1865,0.862257685,1.182154488
1866,0.814548546,1.195760516
1867,0.824984333,1.223300469
1868,0.857433849,1.278507233
1869,0.879069906,1.303347281
1870,0.863774064,1.321166957
1871,0.881681189,1.287814939
1872,0.848331113,1.340997855
1873,0.845713173,1.343945636
1874,0.890875173,1.388166944
1875,0.876105846,1.411038057
1876,0.812511865,1.453492694
1877,0.851485571,1.453804984
1878,0.857249373,1.409622027
1879,0.939527481,1.333935635
1880,0.928330635,1.340585235
1881,0.927168923,1.424892342
1882,0.880490896,1.500776085
1883,0.871766302,1.426340034
1884,0.789015072,1.26845963
1885,0.690871221,1.100655305
1886,0.655771906,1.027888481
1887,0.675977321,1.11243727
1888,0.68687817,1.303392697
1889,0.684276442,1.387645955
1890,0.683056491,1.574846948
1891,0.800955509,1.664950859
1892,0.826968811,1.727724
1893,0.86671506,1.748468695
1894,0.911689047,1.729255063
1895,0.932873755,1.689194671
1896,0.916726604,1.623526655
1897,0.863420189,1.538710606
1898,0.84471634,1.45694291
1899,0.861439528,1.414412553
1900,0.865139683,1.427411509
1901,0.859449736,1.449301798
1902,0.876749049,1.406029813
1903,0.861829057,1.292818851
1904,0.78833317,1.153647936
1905,0.777955389,1.042238921
1906,0.806345778,1.062730559
1907,0.839468,1.186827829
1908,0.888385048,1.311773522
1909,0.905975478,1.355383172
1910,0.860959498,1.266419534
1911,0.750620187,1.064503787
1912,0.636824639,0.910872848
1913,0.64234472,0.874305002
1914,0.689135204,0.917709174
1915,0.734621759,0.962016814
1916,0.7783705,1.02990705
1917,0.776367241,1.089260191
1918,0.742052537,1.139891294
1919,0.717060167,1.195494732
1920,0.712104804,1.228968736
1921,0.726581654,1.236550343
1922,0.703391741,1.265827216
1923,0.738179962,1.296655968
1924,0.759406074,1.40306684
