Frames,Average Velocity,Standard deviation of velocity 
134,0.640862392,0.890008072
135,0.603317902,0.910931959
136,0.684043353,0.975646175
137,0.600410157,0.918485274
138,0.516133687,0.843400738
139,0.555653629,0.782420727
140,0.574633313,0.862594765
141,0.47959899,0.854017422
142,0.609533993,0.887661117
143,0.593188271,0.909894003
144,0.62490973,0.890280824
145,0.675329949,0.890282365
146,0.549423042,0.755256371
147,0.649241707,0.81578203
148,0.545304133,0.709422999
149,0.578084994,0.806441134
150,0.346222905,0.659959738
151,0.447983598,0.764621266
152,0.396352791,0.777662866
153,0.465752931,0.881739909
154,0.515165684,0.919741648
155,0.521638867,0.982437551
156,0.527266954,1.035095908
157,0.56222127,0.967087023
158,0.575683614,0.96310891
159,0.595360012,0.934648139
160,0.644872478,0.925521513
161,0.551700082,0.985338396
162,0.656611444,1.050354733
163,0.70327276,1.112350898
164,0.68106388,1.09823368
165,0.63778394,1.119930968
166,0.68280928,0.972724434
167,0.655271784,1.020201799
168,0.5628225,0.946644545
169,0.47323998,0.897744293
170,0.55799891,0.914745904
171,0.489146532,0.836000011
172,0.51829536,0.830368287
173,0.5622569,0.845771742
174,0.452105784,0.741820645
175,0.550992568,0.742523202
176,0.602128736,0.81924038
177,0.55929763,0.934335063
178,0.711408478,1.081996043
179,0.71476312,1.138937553
180,0.75153042,1.291362362
181,0.8272882,1.314562234
182,0.89128896,1.210294375
183,0.94571708,1.347695496
184,0.91589964,1.291907364
185,0.868475258,1.159334316
186,0.76753578,1.216085603
187,0.75463574,1.213867221
188,0.7093004,1.19609033
189,0.830158456,1.344247602
190,0.81696186,1.371735022
191,0.73559447,1.408096607
192,0.908249144,1.437803983
193,0.76486372,1.443362814
194,0.812187572,1.501789628
195,0.77119418,1.454197738
196,0.72879852,1.364758464
197,0.72941646,1.343579302
198,0.744909386,1.426968664
199,0.75600484,1.481070481
200,0.693420574,1.490726794
201,0.88763978,1.490883512
202,0.81539116,1.510657109
203,0.821179778,1.421199062
204,0.89456932,1.456956015
205,0.799256548,1.473653676
206,0.779530234,1.468606995
207,0.837658782,1.400972428
208,0.865442372,1.364907496
209,0.901263876,1.396180561
210,0.81808094,1.408487603
211,0.82440844,1.5177708
212,0.82180528,1.47008435
213,0.808114088,1.54255749
214,0.818351216,1.436346194
215,0.79295612,1.462493272
216,0.84788118,1.412902471
217,0.74036239,1.407937583
218,0.764331292,1.384109022
219,0.783692352,1.412369041
220,0.800187824,1.321485877
221,0.76234256,1.318556823
222,0.74804316,1.260072326
223,0.81607626,1.334713689
224,0.794343654,1.293675833
225,0.80048718,1.367260216
226,0.89177098,1.363418784
227,0.807632392,1.301569535
228,0.778689739,1.25937956
229,0.822386798,1.179212147
230,0.838262157,1.228568291
231,0.835996608,1.324518338
232,0.941878961,1.491277991
233,0.899735961,1.347964341
234,0.785162098,1.283823885
235,0.733362667,1.133708694
236,0.706739863,1.127087169
237,0.601558098,1.097149643
238,0.507392098,1.009745299
239,0.659233225,1.028225232
240,0.657036627,1.011035013
241,0.575164176,1.058222313
242,0.624981216,1.019132797
243,0.648784725,1.096916882
244,0.722431824,1.136718903
245,0.867963961,1.913791058
246,0.782415373,1.886758331
247,0.873282414,1.930001112
248,0.912409696,2.018948676
249,0.644693416,1.263832593
250,0.674773922,1.272622762
251,0.751861333,1.24123954
252,0.814571706,1.295080139
253,0.777381927,1.342200076
254,0.608147961,1.208835369
255,0.709815845,1.357935463
256,0.668537392,1.245516648
257,0.662799843,1.187612424
258,0.617558004,1.172653187
259,0.625810929,1.128704066
260,0.57725165,1.08505819
261,0.657493731,1.092157649
262,0.534144048,0.834852561
263,0.681154923,1.20522216
264,0.752820019,1.214289785
265,0.672818746,1.295818698
266,0.680190192,1.262762629
267,0.526080671,0.848029172
268,0.679199008,1.328165749
269,0.706820917,1.159930178
270,0.580538519,1.086345163
271,0.592768337,0.938965323
272,0.688744538,0.982234073
273,0.58007985,0.953968648
274,0.599058731,0.960517762
275,0.671872385,1.055677329
276,0.740738077,1.073588437
277,0.603562904,0.918716616
278,0.632987727,0.903500516
279,0.531804975,0.788122757
280,0.621810231,0.873175116
281,0.65506425,0.905642267
282,0.552073981,0.91098987
283,0.592179774,1.031088141
284,0.563907038,1.059866329
285,0.618998038,0.991979557
286,0.717070434,1.140273634
287,0.743993245,1.201222651
288,0.75476866,1.174489354
289,0.83330183,1.329332708
290,0.696096666,1.220385815
291,0.846253928,1.320371107
292,0.737659462,1.256159872
293,0.8552986,1.400013401
294,0.711992325,1.348982951
295,0.646961732,1.260476085
296,0.680622323,1.353399581
297,0.694781698,1.243748944
298,0.616451962,1.224125987
299,0.627453302,1.282496284
300,0.59913656,1.234552806
301,0.651777849,1.145153932
302,0.562976774,1.121494109
303,0.673497121,1.047139754
304,0.662160642,1.303450626
305,0.671911955,1.185418095
306,0.721682183,1.347587182
307,0.720694698,1.291285658
308,0.731494962,1.31115306
309,0.705129157,1.241827778
310,0.671503989,1.386327459
311,0.655515491,1.223441661
312,0.688000906,1.337424818
313,0.803009753,1.428271637
314,0.747948949,1.405743328
315,0.775703962,1.428513128
316,0.743239896,1.346158632
317,0.803733038,1.319624833
318,0.714697981,1.276902871
319,0.749373755,1.301220633
320,0.665367264,1.275764157
321,0.720420868,1.219175662
322,0.658194283,1.331254222
323,0.639395108,1.176037496
324,0.683567134,1.324656633
325,0.613581202,1.143095144
326,0.691265434,1.255343331
327,0.604550208,1.326911384
328,0.740831202,1.33926583
329,0.816295623,1.503787086
330,0.805439464,1.523099282
331,0.824996251,1.527335214
332,0.695766151,1.228881387
333,0.716186736,1.185262114
334,0.62794066,1.089589644
335,0.579717698,0.947288435
336,0.663190674,0.940181648
337,0.5793746,1.039203818
338,0.745022566,1.186836536
339,0.722517811,1.267360765
340,0.687267145,1.335204061
341,0.772401472,1.434376794
342,0.753568598,1.475848253
343,0.646941834,1.352869109
344,0.679604472,1.473646223
345,0.661476404,1.337816134
346,0.591348423,1.37653593
347,0.5404964,1.322466489
348,0.736791685,1.547935131
349,0.643418034,1.552274772
350,0.659943415,1.468383165
351,0.732700842,1.498066208
352,0.610882864,1.364027054
353,0.737622511,1.655790398
354,0.721709132,1.536977654
355,0.684202264,1.364015901
356,0.613306147,1.466797523
357,0.612431321,1.199640221
358,0.654908132,1.33122931
359,0.713203323,1.306701009
360,0.748213737,1.439240882
361,0.779169173,1.348751755
362,0.689135022,1.267547343
363,0.626502361,1.068166972
364,0.591436519,1.103822367
365,0.561441346,1.155111612
366,0.522224526,1.215231369
367,0.64874507,1.200109558
368,0.68106266,1.281858883
369,0.588866683,1.158679484
370,0.612827914,1.128708154
371,0.585539029,1.061354462
372,0.600349438,0.999163219
373,0.541900764,1.110249563
374,0.549649872,1.002421384
375,0.557325157,1.0610355
376,0.56291683,0.991883968
377,0.537627796,0.954475171
378,0.639741665,1.039060581
379,0.541866813,0.929986203
380,0.680166069,1.134779366
381,0.649635648,1.116269323
382,0.59489975,1.022707572
383,0.584502944,0.887689032
384,0.6282452,0.985679358
385,0.575157875,0.906136301
386,0.651860318,0.997253217
387,0.662465887,1.051702743
388,0.665887065,0.890493011
389,0.684340975,1.022620197
390,0.630680205,0.991529025
391,0.687630664,0.921823169
392,0.652359722,0.946562814
393,0.7219828,1.046461687
394,0.689346982,0.957202227
395,0.695793982,1.025443434
396,0.537533675,0.890846099
397,0.729125418,1.012256944
398,0.610006927,0.969496998
399,0.622791924,0.993981964
400,0.583257036,0.935253667
401,0.658164335,0.863052448
402,0.637617891,0.848478668
403,0.565214927,0.873987055
404,0.591462182,0.865666505
405,0.659820916,0.930551654
406,0.702741902,1.081453737
407,0.821978249,1.191040558
408,0.851391873,1.268947594
409,0.748507273,1.205882656
410,0.793112207,1.246538075
411,0.746908702,1.215008344
412,0.664986013,1.233938069
413,0.769064527,1.089240135
414,0.7777114,1.149765313
415,0.805562073,1.221445918
416,0.730858478,1.119470393
417,0.835821655,1.185175316
418,0.755538164,1.114099513
419,0.8083476,1.247835341
420,0.871823218,1.31253412
421,0.905555945,1.513057339
422,0.935735527,1.584163511
423,0.966518673,1.594745508
424,0.987671545,1.556872951
425,1.043979764,1.725452079
426,0.925165109,1.681144615
427,1.074445727,1.706137852
428,1.0335796,1.735418333
429,0.993747818,1.661837631
430,0.995155238,1.538215446
431,0.949852655,1.522438015
432,1.059539545,1.380231116
433,0.968824818,1.366053406
434,0.95606072,1.215514349
435,0.883092537,1.219950074
436,0.783163624,1.04775303
437,0.838626639,1.198228616
438,0.839653654,1.198059178
439,0.891549704,1.326198439
440,0.881117093,1.366287772
441,0.929926694,1.448218917
442,0.898545611,1.486751112
443,0.837516815,1.394099117
444,0.893817228,1.354322243
445,0.894435633,1.358259353
446,0.869686346,1.344762181
447,0.854108722,1.437942588
448,0.801684269,1.500523484
449,0.806830611,1.3732818
450,0.907137709,1.36496902
451,0.810820473,1.411486593
452,0.969645709,1.537517733
453,0.889836616,1.447622764
454,0.995999127,1.570728712
455,0.901354855,1.540616155
456,0.891436164,1.630662938
457,0.858221764,1.465999517
458,0.814019582,1.325752617
459,0.847957527,1.287463174
460,0.807688255,1.221738135
461,0.887704691,1.195118688
462,0.8605616,1.224353053
463,0.867208582,1.208032547
464,0.810850164,1.210095855
465,0.814212909,1.20535056
466,0.914767273,1.245694237
467,0.865241582,1.258903281
468,0.879527655,1.409176676
469,0.911409145,1.338283183
470,0.892299625,1.389363518
471,0.991263527,1.492327454
472,0.863637818,1.520099312
473,0.908034527,1.513343669
474,0.831380145,1.582773089
475,0.866418564,1.619625727
476,0.849372,1.455369021
477,0.921498273,1.514399772
478,0.818838302,1.205538377
479,0.848917964,1.398946121
480,0.795429768,1.253657165
481,0.732792811,1.299995289
482,0.730738911,1.311856845
483,0.787678568,1.263583273
484,0.820922679,1.302835944
485,0.808449682,1.19114932
486,0.768683607,1.185306653
487,0.738771339,1.124022332
488,0.767581718,1.178972594
489,0.771632464,1.269065299
490,0.842910079,1.502543057
491,0.841035875,1.572058394
492,0.756092321,1.396709908
493,0.714528009,1.209101563
494,0.652906321,1.079840301
495,0.584213589,0.970211101
496,0.638573929,0.942091954
497,0.562190929,0.988703344
498,0.675204911,1.085342253
499,0.795124625,1.144235571
500,0.746803661,1.222584773
501,0.747319135,1.218805554
502,0.721727551,1.155595155
503,0.725448639,1.077536234
504,0.749429544,1.072699694
505,0.751116644,1.095419654
506,0.813359982,1.17096636
507,0.809357258,1.189503219
508,0.827515614,1.117080174
509,0.737554412,1.081568386
510,0.774875539,1.152710401
511,0.671505421,1.053565153
512,0.699979789,0.957708789
513,0.614804316,0.875735633
514,0.696067979,0.870108007
515,0.661165754,0.817305165
516,0.6934883,0.896909199
517,0.723584526,0.96149604
518,0.773821649,1.015714643
519,0.854360772,1.063290192
520,0.733896526,1.033077585
521,0.707711509,1.100344026
522,0.785141982,1.19965149
523,0.696342339,0.865312363
524,0.697881189,0.909656039
525,0.791687625,0.962350829
526,0.787492682,0.971409381
527,0.715889355,1.04756731
528,0.721301568,1.027773846
529,0.632927514,1.071394489
530,0.724917946,1.089127109
531,0.749647895,1.030475402
532,0.774161329,1.098306298
533,0.79782212,1.157293539
534,0.683301216,1.120338142
535,0.747721362,1.154041349
536,0.699745585,1.116239124
537,0.677653408,1.0672509
538,0.764314145,1.119410299
539,0.742278389,1.064290094
540,0.761610657,1.114019758
541,0.801202138,1.165240417
542,0.83988593,1.268141442
543,0.860567632,1.332181539
544,0.86488707,1.342012329
545,0.907145511,1.36385289
546,0.888715707,1.368039794
547,0.887725669,1.426273903
548,0.913394551,1.374313458
549,0.908324018,1.341432928
550,0.917945509,1.440813762
551,0.943639863,1.294177528
552,0.838463391,1.221479186
553,0.835777947,1.254431996
554,0.8411522,1.246597418
555,0.793475551,1.271039011
556,0.831274379,1.336420885
557,0.786879809,1.333209804
558,0.801014097,1.178736386
559,0.767109976,1.178006962
560,0.772753872,1.152599573
561,0.694022271,1.128335692
562,0.704853722,1.069445102
563,0.64619545,1.047310036
564,0.713697619,1.086079319
565,0.658312396,1.119105213
566,0.739053253,1.176187376
567,0.765412677,1.262863751
568,0.94832341,1.378709833
569,0.999761147,1.415547934
570,0.8462077,1.316635646
571,0.851955258,1.339306164
572,0.600799958,0.900498263
573,0.615224081,0.930430609
574,0.657262472,0.952579988
575,0.759731858,1.086928265
576,0.759324331,1.33973037
577,0.797153645,1.55061481
578,0.851674274,1.5118669
579,0.806301253,1.330112714
580,0.7749505,1.119877918
581,0.656819986,1.098318241
582,0.593473518,1.089873415
583,0.624551361,1.177123967
584,0.693357175,1.099424309
585,0.707141912,1.051351318
586,0.725346641,1.078845401
587,0.808792451,1.100831452
588,0.78653884,1.198328508
589,0.815009405,1.207809686
590,0.851181491,1.163941194
591,0.777109779,1.212972609
592,0.739955386,1.091806821
593,0.696038842,1.208346957
594,0.689181088,1.121316632
595,0.711416691,1.277462582
596,0.764695916,1.228972261
597,0.74344333,1.275287105
598,0.779244982,1.281918284
599,0.808492035,1.37021199
600,0.834169281,1.311075649
601,0.773956612,1.295609149
602,0.7928743,1.334190692
603,0.818124712,1.245674193
604,0.827759684,1.294982937
605,0.898167519,1.428441645
606,0.915391386,1.378105324
607,0.837463526,1.337772587
608,0.860902412,1.423400331
609,0.806542953,1.290077327
610,0.845006042,1.305388993
611,0.727710261,1.181839154
612,0.74605193,1.143083197
613,0.750685943,1.032532044
614,0.807412507,0.911593964
615,0.74919374,0.907844431
616,0.787565053,1.014089578
617,0.84177686,1.059105305
618,0.845739947,1.201561884
619,0.92970307,1.35395305
620,1.016184846,1.303500025
621,0.84216224,1.173393769
622,0.949748005,1.15505212
623,0.942075555,1.235969395
624,0.892533207,1.031651714
625,0.873674579,1.211446382
626,0.874081026,1.214845852
627,0.811322912,1.182918621
628,0.783480354,1.195208955
629,0.77887146,1.090857606
630,0.741718096,1.069505619
631,0.799452412,1.026701295
632,0.758209958,1.048298519
633,0.859457567,1.043555441
634,0.796728104,1.040936914
635,0.741358553,1.009965494
636,0.765399692,0.910757646
637,0.637892083,0.878849139
638,0.644630942,0.882774873
639,0.748683899,0.954627219
640,0.717772023,0.99052824
641,0.798748246,1.026073107
642,0.885480283,1.186059017
643,0.870249265,1.100522526
644,0.89923424,1.173720756
645,0.807240853,1.060809074
646,0.841609319,1.112026354
647,0.928379071,1.206837236
648,0.987828554,1.23748341
649,0.954276715,1.292404731
650,1.02131508,1.41580063
651,1.071247361,1.375077477
652,1.009266599,1.329213471
653,1.053660414,1.388918274
654,1.000806281,1.296208187
655,0.880126598,1.323750264
656,0.877468178,1.25219162
657,0.736447887,1.176187382
658,0.839023458,1.324919519
659,0.803034554,1.287831824
660,0.759949752,1.183136735
661,0.855776419,1.171432801
662,0.886529544,1.308062148
663,0.949991533,1.323958964
664,0.88379444,1.303093209
665,0.934995508,1.343389337
666,0.931638418,1.188994388
667,0.940319818,1.2006594
668,0.839274196,1.115065952
669,0.980509818,1.204846963
670,0.950830408,1.165707813
671,0.931960048,1.127439494
672,0.807735896,1.04010438
673,0.812572718,1.080064436
674,0.793347625,1.056211827
675,0.715339182,1.046056148
676,0.855604911,1.069598045
677,0.867530768,1.098856625
678,0.705716946,1.092866004
679,0.719765337,1.012824518
680,0.681021698,1.040123204
681,0.750231784,1.013282881
682,0.89828163,1.176644944
683,0.982753775,1.308626965
684,1.089394263,1.545442126
685,1.10588893,1.683622835
686,1.060626447,1.65386916
687,1.071980011,1.583815988
688,0.915737112,1.484883963
689,0.976488842,1.445020087
690,0.97849986,1.391254284
691,0.970139716,1.428756204
692,0.889420763,1.337223446
693,0.863499786,1.326789194
694,0.914618393,1.353677057
695,0.939593265,1.404667966
696,0.897984911,1.441320538
697,0.930513159,1.461459429
698,0.88011499,1.527964194
699,0.953827024,1.5478654
700,0.869951292,1.435545375
701,0.829563845,1.389261672
702,0.856504402,1.520390218
703,0.80211046,1.344567441
704,0.806577382,1.325690704
705,0.862146095,1.220055754
706,0.7747227,1.202638489
707,0.814227321,1.250241506
708,0.759819499,1.304423321
709,0.823702151,1.380147909
710,0.882192525,1.477102983
711,1.000900775,1.582090179
712,0.976788129,1.531309812
713,1.07020344,1.704880746
714,1.106666424,1.624721704
715,1.01861182,1.528704401
716,0.978294227,1.540510683
717,0.913070742,1.316911385
718,0.83903812,1.356055041
719,0.934777164,1.268033715
720,0.908646496,1.364053281
721,1.029521865,1.450141415
722,0.976762709,1.525934818
723,0.959491745,1.496378886
724,0.954083036,1.518302575
725,0.9278719,1.410445055
726,0.800366796,1.28291828
727,0.826476561,1.306725682
728,0.828391847,1.221854115
729,0.809410955,1.158776746
730,0.916338983,1.194403131
731,0.819022646,1.198059436
732,0.766279109,1.169232993
733,0.83413037,1.248170377
734,0.832620796,1.236894096
735,0.793702949,1.25370115
736,0.868753211,1.347156355
737,0.937017076,1.304817687
738,0.8893023,1.444664939
739,1.080175869,1.566814819
740,0.912223317,1.394517013
741,1.044743385,1.585690065
742,1.066786696,1.503287925
743,0.92383352,1.51383071
744,0.903134062,1.50654032
745,0.794654387,1.265060201
746,0.931102772,1.554484122
747,0.905749596,1.476497072
748,0.899182556,1.417643658
749,0.820444822,1.121672642
750,0.733781559,0.913601337
751,0.705038059,0.872280915
752,0.683072528,0.970057325
753,0.852258204,1.178129887
754,0.880135574,1.341788042
755,0.877558098,1.339873759
756,0.967805207,1.488827613
757,0.942692837,1.341671738
758,0.933506119,1.245222587
759,0.817459005,1.299135761
760,0.799218528,1.164375443
761,0.801634617,1.273761712
762,0.829333994,1.205745381
763,0.749558286,1.262046762
764,0.907878145,1.378590183
765,0.958218464,1.278666535
766,1.058039279,1.514995197
767,1.051257327,1.555486053
768,1.078203784,1.580250786
769,1.03589715,1.491867597
770,0.949494425,1.327110304
771,0.783790809,1.324456555
772,0.801035449,1.110219238
773,0.781322966,1.291342454
774,0.809988543,1.21702193
775,0.827873951,1.188530453
776,0.823635321,1.169517931
777,0.936374832,1.237958933
778,1.178427148,2.109741314
779,1.148748907,2.099312088
780,1.184768333,2.187218199
781,1.146470786,2.223189322
782,0.938850254,1.55070618
783,1.204225607,2.06284281
784,1.126114789,1.850995408
785,1.020190673,1.979267831
786,1.071194464,1.877014977
787,0.842360505,1.192614432
788,0.876286298,1.194405264
789,0.933847579,1.250335608
790,0.899397855,1.224906214
791,0.962826743,1.191071836
792,0.906575796,1.211956458
793,0.925879836,1.228535061
794,0.88738862,1.167731501
795,0.867178512,1.21313236
796,0.852381893,1.234562399
797,0.901223522,1.226929787
798,0.962027148,1.283112266
799,0.962724631,1.324969277
800,0.893540491,1.238466324
801,0.919361946,1.220209355
802,0.953747605,1.216358587
803,0.986171424,1.193413663
804,0.861523863,1.14955209
805,0.916392927,1.153841339
806,0.928160818,1.200720888
807,0.820178808,1.112177177
808,0.845064486,1.032944615
809,0.878009111,1.06617601
810,0.808094746,1.015561343
811,0.751329255,0.992986345
812,0.817968829,0.995872548
813,0.677627557,0.893081388
814,0.780705707,0.924844523
815,0.846899187,0.892965224
816,0.763400218,0.963559433
817,0.69694682,0.769914654
818,0.6235431,0.757330442
819,0.563896618,0.660268129
820,0.654160565,0.681132801
821,0.573829666,0.724012228
822,0.59802407,0.724798368
823,0.620794306,0.787541467
824,0.650336891,0.912330495
825,0.595656749,1.156272018
826,0.790359379,1.303839438
827,0.773408523,1.293958784
828,0.791955043,1.174840244
829,0.808114899,1.101452029
830,0.795502733,1.065621366
831,0.760434582,0.986490919
832,0.737008471,1.010028219
833,0.670145136,0.871285636
834,0.593955283,0.66606233
835,0.604484577,0.705010886
836,0.543992264,0.752516611
837,0.583094289,0.812038508
838,0.508261967,0.789169945
839,0.542953219,0.829998839
840,0.571878613,0.832002645
841,0.578175936,0.886922361
842,0.570278738,0.930941368
843,0.645948449,0.97427236
844,0.586891966,0.995564679
845,0.681720415,1.09514894
846,0.691377566,1.147296446
847,0.712127626,1.110416434
848,0.709413102,1.172988314
849,0.885392596,1.233384529
850,0.92580383,1.156521496
851,0.796548379,1.188962135
852,0.773973094,1.225947057
853,0.758038317,1.231489555
854,0.7440792,1.184914176
855,0.691107325,1.133275337
856,0.675021943,1.035501418
857,0.645147132,0.916221543
858,0.581214549,0.826342406
859,0.564073623,0.693230236
860,0.57601334,0.730640745
861,0.592179492,0.709199689
862,0.626207679,0.712636568
863,0.653222694,0.787467829
864,0.699329757,0.805182074
865,0.648324528,0.92666619
866,0.592403469,0.816019367
867,0.572608472,0.903698405
868,0.62044063,0.804448575
869,0.662533296,0.877887493
870,0.603698648,0.861611575
871,0.724847426,0.969871972
872,0.665369618,1.107713331
873,0.729163364,1.057409579
874,0.812478691,1.031410949
875,0.815906305,1.049902571
876,0.756716362,1.071621737
877,0.704930365,1.034238976
878,0.59284174,0.971290901
879,0.776105564,1.108272692
880,0.743077547,1.053624566
881,0.859080316,1.221916999
882,0.836105656,1.095428135
883,0.786824522,1.042290062
884,0.740115361,1.066823632
885,0.795180599,1.108686623
886,0.74935742,1.239931719
887,0.776650738,1.110064394
888,0.825254094,1.253232704
889,0.842925038,1.189700545
890,0.806752935,1.246817583
891,0.7991314,1.165042664
892,0.756915545,1.085029228
893,0.757814909,1.077189295
894,0.731743673,1.069483858
895,0.752859309,0.987365322
896,0.623573393,0.957709236
897,0.719982577,0.846692912
898,0.689539652,0.928678606
899,0.721387209,1.089142331
900,0.874186596,1.173985668
901,0.913957705,1.214188824
902,0.8871905,1.20341408
903,0.849475143,1.268591316
904,0.84836593,1.197781154
905,0.898210321,1.23490155
906,0.866353304,1.203315801
907,0.864517393,1.208600272
908,0.828038661,1.178552549
909,0.82775035,1.233611691
910,0.847111509,1.178490851
911,0.834938339,1.157143968
912,0.813674814,1.196670964
913,0.775365125,1.1844935
914,0.706669641,1.095887407
915,0.772787961,1.181525976
916,0.66745198,1.117522402
917,0.747022089,1.350815286
918,0.92357365,1.283954179
919,0.948361995,1.440124561
920,1.016353518,1.455494272
921,1.042151034,1.511796138
922,1.050858518,1.534420474
923,0.978255661,1.420682585
924,0.905238821,1.43372246
925,0.879639018,1.331262806
926,0.918605636,1.466761982
927,0.917384125,1.408427394
928,0.944578375,1.584359137
929,1.005310911,1.522272539
930,1.063093036,1.691137224
931,1.045610091,1.647373341
932,0.971415239,1.607973369
933,1.019744643,1.781168187
934,0.994998182,1.585681054
935,0.966596121,1.600800962
936,1.021487714,1.630743605
937,0.987624177,1.588170701
938,0.873926448,1.596037113
939,0.897400536,1.49049329
940,0.854482186,1.499214641
941,0.970016289,1.432050645
942,0.85973137,1.440049636
943,0.871360264,1.400842286
944,0.885933857,1.450659695
945,0.875515036,1.519898343
946,0.859536234,1.400996303
947,0.917411716,1.522140468
948,0.97462252,1.607061237
949,0.862904179,1.552297488
950,0.914156559,1.478932685
951,0.869851361,1.449002304
952,0.824149286,1.457608244
953,0.891591689,1.490832748
954,0.8407408,1.40551898
955,0.86544108,1.503732334
956,1.011496304,1.589105053
957,1.027682641,1.683674722
958,1.006152675,1.601989286
959,1.007386168,1.489569287
960,0.997259272,1.388445497
961,0.990225535,1.318726237
962,0.909139235,1.270818743
963,0.909840035,1.291963115
964,1.020661112,1.389950017
965,0.894677772,1.376819654
966,0.962066368,1.477533938
967,1.050087,1.482646492
968,0.942517877,1.406064733
969,0.956226567,1.377947585
970,0.913333442,1.257699584
971,0.730173789,1.061020353
972,0.626833289,1.028846185
973,0.68773596,0.979357866
974,0.651548561,1.06076933
975,0.66837686,1.064950002
976,0.710529198,1.170314791
977,0.730792158,1.196490364
978,0.688057018,1.270636784
979,0.806602,1.344388675
980,0.786516149,1.453882758
981,0.940961419,1.544051965
982,0.911312684,1.552963146
983,0.88847,1.489438785
984,0.850812263,1.4577389
985,0.864317228,1.334171637
986,0.848686614,1.282505464
987,0.802934358,1.231953359
988,0.828896835,1.357805052
989,0.94680907,1.41696448
990,0.954990544,1.426956996
991,0.962236088,1.425594215
992,0.883641056,1.455805075
993,0.874391028,1.349591895
994,0.75767016,1.340762601
995,0.817575677,1.259175218
996,0.769464614,1.124112584
997,0.756990772,1.035610999
