Frames,Average Velocity,Standard deviation of velocity 
998,0.747323865,1.064548858
999,0.675946579,1.066831729
1000,0.7379889,1.064012126
1001,0.696080281,1.054614681
1002,0.766578246,1.042815803
1003,0.690789402,0.963446652
1004,0.684540158,1.048275579
1005,0.729979053,1.151655953
1006,0.583873951,1.093348649
1007,0.745899914,1.256382718
1008,0.853809956,1.290722117
1009,0.781710232,1.247346583
1010,0.78569867,1.180976868
1011,0.778449912,1.155518013
1012,0.600449912,0.892400005
1013,0.706854405,1.217733479
1014,0.748202702,1.158671249
1015,0.790164123,1.153346309
1016,0.790397965,1.067185759
1017,0.794071474,1.108122958
1018,0.648892561,0.825134743
1019,0.813349291,0.995364113
1020,0.704614047,0.99798985
1021,0.780913754,1.08710427
1022,0.863739298,1.177016143
1023,0.860654175,1.292852781
1024,0.866480684,1.384330939
1025,0.918315098,1.523178575
1026,0.946071879,1.636870433
1027,0.921319131,1.734973698
1028,1.087938844,1.773917524
1029,1.015571709,1.662066139
1030,1.085760242,1.638562092
1031,1.078038667,1.701934512
1032,1.096054242,1.613830154
1033,1.035473544,1.682700642
1034,1.020595883,1.692451931
1035,0.990325248,1.738901477
1036,1.0670587,1.816268808
1037,0.930647603,1.793157437
1038,0.891211048,1.73989481
1039,0.8614002,1.653414687
1040,0.866014862,1.616993441
1041,0.888120219,1.543829121
1042,0.965699966,1.764380783
1043,0.974594786,1.825501704
1044,1.043416659,1.806716556
1045,0.966661119,1.568211165
1046,0.910400974,1.547557612
1047,0.853890322,1.572628425
1048,0.906959395,1.661311247
1049,0.90485811,1.747752419
1050,0.986736833,1.694913568
1051,0.956494448,1.595406015
1052,0.870547307,1.452991415
1053,0.778152495,1.330963696
1054,0.723500716,1.204186091
1055,0.760431105,1.128407848
1056,0.634588279,1.04348168
1057,0.769777241,1.140559368
1058,0.700699531,1.208949059
1059,0.721140155,1.294077555
1060,0.729954372,1.327813638
1061,0.839949197,1.413933283
1062,0.880923707,1.343471386
1063,0.807243041,1.300279393
1064,0.869222293,1.156492009
1065,0.742432345,1.103433845
1066,0.636314103,0.951542512
1067,0.666568552,0.90758269
1068,0.649756924,0.973802487
1069,0.721794136,1.002478385
1070,0.713739634,1.061547068
1071,0.755335841,1.09732058
1072,0.727346655,1.131690213
1073,0.655291998,1.094229274
1074,0.728333688,1.064327205
1075,0.624699441,1.120234689
1076,0.584985822,1.085128523
1077,0.729117102,1.216221508
1078,0.635343343,1.210452589
1079,0.647664425,0.850388004
1080,0.5616255,0.893839229
1081,0.719523795,0.902677635
1082,0.621508276,0.943887397
1083,0.689308619,1.028810642
1084,0.621455435,0.852273583
1085,0.688878935,0.929914345
1086,0.674098256,0.90481127
1087,0.696595825,0.916035881
1088,0.626666382,0.950003868
1089,0.705905895,1.12691319
1090,0.800730095,1.196846687
1091,0.734907,1.29083896
1092,0.808351351,1.382668006
1093,0.826080281,1.422372292
1094,0.904289856,1.480159684
1095,0.856572632,1.422150757
1096,0.814252026,1.48962936
1097,0.946644377,1.626028659
1098,0.897596432,1.648393054
1099,0.919971259,1.714824488
1100,0.97998357,1.717564869
1101,0.88842172,1.600144974
1102,0.856339098,1.510420936
1103,0.819016125,1.422768058
1104,0.765212118,1.268856845
1105,0.77906525,1.201042113
1106,0.765960518,1.156565692
1107,0.729026461,1.230767899
1108,0.592745436,0.858670242
1109,0.595089,0.867013177
1110,0.595624982,0.870476348
1111,0.586380309,0.87037703
1112,0.544703236,0.868847741
1113,0.588582636,0.9807408
1114,0.601237145,1.006855664
1115,0.712714218,1.101384378
1116,0.663776764,1.125005109
1117,0.669567451,1.07383786
1118,0.616442862,1.062331003
1119,0.607742018,0.988975041
1120,0.656359433,0.985388379
1121,0.605666818,0.955600553
1122,0.609621418,0.96380123
1123,0.582913018,0.903834844
1124,0.545449929,0.879445266
1125,0.622653691,0.908202682
1126,0.543695182,0.897700022
1127,0.59454028,0.938214338
1128,0.708436929,0.88876802
1129,0.663880075,0.790035987
1130,0.537307213,0.682015433
1131,0.673618339,0.733506097
1132,0.724115393,0.843289969
1133,0.687773707,0.926004018
1134,0.797414755,1.132126198
1135,0.864430555,1.285044145
1136,0.91221727,1.312309966
1137,0.847642521,1.121882566
1138,0.875459898,1.089886595
1139,0.867465673,1.127008778
1140,0.910785936,1.102291121
1141,0.853571796,1.17048359
1142,0.829797968,1.153905934
1143,0.729351891,1.060791904
1144,0.832100571,1.124324111
1145,0.718282679,1.090289214
1146,0.828665821,1.055451075
1147,0.811793429,1.153460625
1148,0.877825964,1.197449178
1149,0.843993554,1.239176737
1150,0.688842411,1.237377317
1151,0.80784725,1.125602859
1152,0.691327607,1.09782406
1153,0.689975,1.098935142
1154,0.683445804,1.101780613
1155,0.652679955,1.090626502
1156,0.681276804,1.067090307
1157,0.706879893,1.014795625
1158,0.742271821,1.097702393
1159,0.802440018,1.068888109
1160,0.765326541,1.063651884
1161,0.804045134,1.085213273
1162,0.710149204,1.045297559
1163,0.780702975,0.953130517
1164,0.61240877,0.878339302
1165,0.668485357,0.924807864
1166,0.576240518,0.891114638
1167,0.616902161,0.952358161
1168,0.594324214,0.881356669
1169,0.615643105,0.761758775
1170,0.550377509,0.771279144
1171,0.686210018,0.875106995
1172,0.671681193,0.937550652
1173,0.684309528,0.910389525
1174,0.636109263,0.968761418
1175,0.701789018,0.924291418
1176,0.653034467,0.919608574
1177,0.715086207,0.937920504
1178,0.658801309,0.949006926
1179,0.607482019,0.955352282
1180,0.669976198,0.964714397
1181,0.665959212,1.039488576
1182,0.5709245,0.984419198
1183,0.699037888,1.060612744
1184,0.752085367,1.031168796
1185,0.723545077,0.913635835
1186,0.739573895,0.892629465
1187,0.727343775,0.969228212
1188,0.666076982,0.91848528
1189,0.820860358,0.907892164
1190,0.739245089,0.904884144
1191,0.683608441,0.874376243
1192,0.776753832,0.911495909
1193,0.607287475,0.858124174
1194,0.614889877,0.828370302
1195,0.621608079,0.857297616
1196,0.611654812,0.798202621
1197,0.564982,0.74674767
1198,0.568617888,0.748110798
1199,0.588687096,0.78237052
1200,0.609543814,0.764317261
1201,0.717599779,0.943124686
1202,0.780199526,1.024150128
1203,0.81442286,1.071434604
1204,0.724580263,0.970611123
1205,0.797948423,1.049847266
1206,0.787099542,0.946404067
1207,0.673900158,0.970649931
1208,0.649675611,0.911163546
1209,0.662329368,0.864643878
1210,0.678497653,0.952536724
1211,0.614014861,0.82050387
1212,0.668943821,0.813103839
1213,0.763117145,1.074127086
1214,0.741466579,1.026463019
1215,0.69255103,1.093241765
1216,0.689657713,0.941254874
1217,0.602123544,1.023120389
1218,0.539347965,0.732919873
1219,0.646637271,1.12782462
1220,0.77043115,1.277271534
1221,0.689264855,1.130185022
1222,0.707354622,1.246755357
1223,0.522846418,0.721943935
1224,0.64170753,0.915538988
1225,0.682638502,0.976129507
1226,0.635385236,0.920732246
1227,0.681778945,1.046806068
1228,0.525676818,1.006462088
1229,0.621331244,0.968877759
1230,0.629491258,1.021355084
1231,0.682989145,1.104377066
1232,0.735525064,1.108492387
1233,0.737972191,1.016115374
1234,0.709638836,1.038978777
1235,0.605415609,0.879326936
1236,0.655229048,0.9561887
1237,0.642344967,0.893053276
1238,0.713164637,0.858130645
1239,0.672777728,0.96901387
1240,0.772203122,1.043523677
1241,0.759024,1.045556648
1242,0.72621464,1.068216397
1243,0.753092461,1.146769981
1244,0.750922833,1.207866961
1245,0.719722352,1.099548921
1246,0.748325728,1.119761531
1247,0.756026194,1.069625122
1248,0.718603443,1.076476039
1249,0.786058513,1.133465602
1250,0.812469446,1.150141932
1251,0.724578754,1.102844426
1252,0.801275187,1.10284278
1253,0.845732944,1.25660994
1254,0.772386611,1.205939717
1255,0.69762257,1.045129466
1256,0.683049272,1.078182582
1257,0.562242244,0.9723362
1258,0.586741587,0.982885528
1259,0.726406745,1.0267333
1260,0.681812745,0.945696794
1261,0.679951216,0.924933141
1262,0.667455946,0.821151739
1263,0.615367538,0.764460761
1264,0.620132302,0.775490293
1265,0.661857491,0.893538884
1266,0.630979496,0.91215253
1267,0.749277215,1.120169179
1268,0.739106511,1.156303815
1269,0.757051309,1.149766433
1270,0.889708304,1.371617356
1271,0.871853393,1.318098706
1272,0.958696405,1.479260576
1273,0.845019738,1.39210268
1274,0.816773411,1.304129145
1275,0.719710893,1.189614195
1276,0.765206482,1.026647329
1277,0.671463098,0.931212717
1278,0.707737925,0.890056678
1279,0.670884929,0.948189489
1280,0.66957888,0.979088971
1281,0.661246595,0.971837347
1282,0.704522145,1.000290592
1283,0.77572178,1.121578465
1284,0.833982441,1.068878247
1285,0.898205423,1.155963726
1286,0.910946779,1.193881106
1287,0.834165948,1.088968165
1288,0.926846996,1.291546932
1289,0.903431114,1.150798766
1290,0.965931179,1.332800418
1291,0.994468857,1.351321409
1292,0.963880375,1.3903306
1293,0.93114475,1.329618943
1294,0.811916882,1.107867273
1295,0.758318577,1.099081394
1296,0.685282893,0.955183957
1297,0.678386863,0.937861101
1298,0.630639161,0.923803653
1299,0.769886911,0.939870865
1300,0.669889123,0.920958159
1301,0.663308477,0.953738486
1302,0.727725441,0.994016435
1303,0.73497517,1.050990966
1304,0.794989748,1.109890757
1305,0.798774305,1.095784328
1306,0.740273814,1.096133135
1307,0.80232267,1.066611394
1308,0.77654813,1.03412864
1309,0.689601338,0.981796256
1310,0.692066653,1.01343938
1311,0.687483646,1.015606315
1312,0.734403584,1.101079905
1313,0.739787952,1.08072471
1314,0.826660338,1.168694443
1315,0.805717264,1.230746
1316,0.863677345,1.266830237
1317,0.845391786,1.222221839
1318,0.78331822,1.163153053
1319,0.668997648,1.054799169
1320,0.716973689,1.241943401
1321,0.763709813,1.165881225
1322,0.789792168,1.265571376
1323,0.815027339,1.274494646
1324,0.794408011,1.290688485
1325,0.784178362,1.301864572
1326,0.757155732,1.225544234
1327,0.723938,1.171110469
1328,0.893136225,1.276433689
1329,0.721974411,1.227188356
1330,0.857844475,1.308838916
1331,0.784228121,1.221302921
1332,0.873292661,1.266148686
1333,0.690913232,0.983194243
1334,0.686651605,0.848561244
1335,0.722166786,0.931183515
1336,0.69520075,0.898028567
1337,0.685771041,0.828193118
1338,0.660193054,0.777922884
1339,0.574056093,0.694476582
1340,0.476638905,0.627721272
1341,0.465489429,0.592895601
1342,0.560360538,0.633679718
1343,0.604018432,0.690779163
1344,0.630781654,0.787482252
1345,0.674746591,0.877199887
1346,0.65624328,0.902883728
1347,0.58857952,0.896860161
1348,0.600672145,0.878394485
1349,0.584943684,0.811973404
1350,0.582386625,0.747242848
1351,0.569219054,0.751303213
1352,0.6124794,0.782470347
1353,0.616747964,0.789453139
1354,0.648410321,0.79562366
1355,0.579748839,0.815003553
1356,0.637247048,0.839287699
1357,0.57783218,0.769992231
1358,0.575575786,0.732082645
1359,0.495783446,0.706101954
1360,0.530425545,0.622137016
1361,0.539529071,0.684151464
1362,0.600466607,0.711652245
1363,0.603538295,0.761259284
1364,0.645142769,0.726919239
1365,0.618968357,0.693638019
1366,0.603747005,0.707126766
1367,0.496926484,0.657339425
1368,0.509318245,0.574219909
1369,0.362124821,0.541443308
1370,0.439258054,0.752636316
1371,0.486058973,0.774818217
1372,0.5132437,0.822929093
1373,0.65446712,0.910531841
1374,0.592158411,0.844220867
1375,0.621497645,0.837405899
1376,0.602277593,0.906630224
1377,0.694066578,0.900700955
1378,0.553191828,0.832677396
1379,0.478835736,0.668562199
1380,0.474185423,0.655498573
1381,0.412838258,0.680221893
1382,0.600778046,0.857919577
1383,0.648010949,0.894136348
1384,0.701645351,0.898431357
1385,0.713023191,1.080750271
1386,0.6744875,0.942071393
1387,0.572787653,0.746615739
1388,0.600260719,0.841760276
1389,0.619456228,0.764674407
1390,0.560332011,0.720014642
1391,0.515854123,0.759257788
1392,0.526633877,0.839462716
1393,0.591121526,0.892156043
1394,0.564651526,0.847247086
1395,0.658375456,0.828766487
1396,0.517937368,0.731340289
1397,0.558143421,0.75801572
1398,0.577980544,0.792148242
1399,0.494010491,1.017433675
1400,0.499646658,0.93362149
1401,0.577313888,0.83771418
1402,0.550612281,0.694054497
1403,0.557268854,0.727167352
1404,0.533886281,0.749232856
1405,0.54555334,0.612517181
1406,0.564722439,0.670242113
1407,0.53296514,0.661562371
1408,0.515454379,0.694967995
1409,0.53985763,0.727128353
1410,0.55665469,0.813995203
1411,0.651069069,1.240796746
1412,0.818347534,1.759033463
1413,0.801943759,2.225782188
1414,0.824813114,2.297069032
1415,0.762246429,1.77889723
1416,0.746524336,1.132857522
1417,0.695219466,0.757204002
1418,0.704568652,0.801296037
1419,0.751762552,0.888607247
1420,0.754789698,1.047757129
1421,0.641845752,0.833421526
1422,0.664546276,0.838441734
1423,0.610608891,0.809160531
1424,0.687980862,0.771905449
1425,0.602960052,0.813275206
1426,0.649098109,0.880662905
1427,0.672683345,0.914887266
1428,0.692065069,0.950103683
1429,0.775792381,1.011623325
1430,0.768588784,0.943857401
1431,0.776280359,0.943152156
1432,0.830188224,0.97819505
1433,0.775021241,0.923825265
1434,0.727180469,0.973445887
1435,0.834398603,1.044967309
1436,0.808035155,1.152463865
1437,0.849414714,1.176368249
1438,0.849380436,1.164387981
1439,0.874922018,1.154180369
1440,0.842865982,1.13220511
1441,0.967106791,1.182574326
1442,0.947096654,1.231913878
1443,0.875448898,1.272103676
1444,0.914718952,1.183602449
1445,0.826134875,1.053270344
1446,0.796940536,0.992750084
1447,0.816496536,1.078008857
1448,0.801967927,1.037422403
1449,0.758466054,1.009449167
1450,0.938852857,1.068115274
1451,0.863173434,1.07812102
1452,0.898182325,1.086069439
1453,0.817073518,1.139539814
1454,0.895275089,1.164288103
1455,0.869350173,1.213617659
1456,0.856326375,1.135116807
1457,0.749379875,1.149454981
1458,0.9004369,1.176900547
1459,0.883163929,1.240274515
1460,0.853132464,1.167824058
1461,0.831885375,1.226868737
1462,0.810472498,1.249735504
1463,0.799291464,1.165163428
1464,0.719637759,1.163618408
1465,0.783729543,1.050625686
1466,0.829231,1.027007213
1467,0.82260081,1.192361556
1468,0.859386052,1.157059051
1469,0.862203516,1.158471741
1470,0.900267345,1.134076931
1471,0.891324138,1.083303251
1472,0.793771586,1.014758603
1473,0.799546483,1.030347877
1474,0.791360914,1.076979293
1475,0.801935103,1.158282751
1476,0.751414864,1.047378734
1477,0.822329466,1.069723365
1478,0.746081626,1.017230608
1479,0.759041897,0.953946669
1480,0.79101269,0.989439677
1481,0.802182362,1.045959645
1482,0.784905871,0.968102866
1483,0.775669662,0.930104436
1484,0.636193579,0.782897164
1485,0.670094241,0.767076473
1486,0.628201207,0.774160614
1487,0.701234059,0.871970501
1488,0.817206169,0.95882908
1489,0.913870259,1.060712672
1490,0.821558345,1.009122083
1491,0.811273912,1.055774173
1492,0.713306807,0.941756718
1493,0.765838995,0.98182546
1494,0.824661776,1.033719927
1495,0.896136953,1.15959919
1496,0.868108259,1.050196081
1497,0.918548307,1.010848719
1498,0.8227574,1.024332407
1499,0.809832397,0.986083103
1500,0.804439914,1.036395857
1501,0.708033328,0.971883403
1502,0.718137224,0.913426544
1503,0.768454776,0.943903075
1504,0.698754667,0.91267321
1505,0.721433812,1.066912345
1506,0.704236749,1.049430583
1507,0.841751844,1.125436176
1508,0.748959,1.034882325
1509,0.78852363,1.065046378
1510,0.747951839,0.988532526
1511,0.725233191,1.033482769
1512,0.74015614,0.98014371
1513,0.815744456,1.07926052
1514,0.801454088,1.180329759
1515,0.805048886,1.112041777
1516,0.7664072,1.126075556
1517,0.725872232,1.11072867
1518,0.802344272,1.16772011
1519,0.723275128,1.06011075
1520,0.578161595,0.990793579
1521,0.586003207,0.991530054
1522,0.644457838,0.935248185
1523,0.752825656,1.045897926
1524,0.555616709,0.862982116
1525,0.589883142,0.949302222
1526,0.560541526,0.905635924
1527,0.478663495,0.798132131
1528,0.557875295,0.825808467
1529,0.619090456,0.853097786
1530,0.583540333,0.850334287
1531,0.738942382,0.980687556
1532,0.689789158,0.9317648
1533,0.601525758,0.920531513
1534,0.580837542,0.921211964
1535,0.568884084,0.909169315
1536,0.534376551,0.849988157
1537,0.581414809,0.863871274
1538,0.543669693,0.879893712
1539,0.558551821,0.790146939
1540,0.623516667,0.866609221
1541,0.574044475,0.900555375
1542,0.585495404,0.812354767
1543,0.592092596,0.889958046
1544,0.584580661,0.826852522
1545,0.616409616,0.886843853
1546,0.571435175,0.899115284
1547,0.582292012,0.841735707
1548,0.650808796,1.002423871
1549,0.646146209,0.935606104
1550,0.774782416,1.077194321
1551,0.812624074,1.145976193
1552,0.829659496,1.10844987
1553,0.736955152,1.129536135
1554,0.669366418,1.056656931
1555,0.680042282,0.993126879
1556,0.693952948,1.036423353
1557,0.598112155,0.913943486
1558,0.639119154,0.936681387
1559,0.619094848,0.83376805
1560,0.58416867,0.879721847
1561,0.558544474,0.816294992
1562,0.650172281,0.824131401
1563,0.684296944,0.870060123
1564,0.740128454,0.823621846
1565,0.764752291,1.020858771
1566,0.840095842,1.06435425
1567,0.884079742,1.102420211
1568,0.832117561,1.178267799
1569,0.85444337,1.140393473
1570,0.793875561,1.145983669
1571,0.719048451,1.074202355
1572,0.726400116,1.090660657
1573,0.68507637,1.043054047
1574,0.698359581,1.057464952
1575,0.789147018,1.092429808
1576,0.746947772,1.107196318
1577,0.820443719,1.079726221
1578,0.735071035,1.088885684
1579,0.773410579,1.004968813
1580,0.80209793,1.09763081
1581,0.758322793,0.991153425
1582,0.883749719,1.133752947
1583,0.80995936,1.04137059
1584,0.759830605,1.135852907
1585,0.688524281,1.116240656
1586,0.69482747,1.106459086
1587,0.770558544,1.174427474
1588,0.81064993,1.305407738
1589,0.76773403,1.360554731
1590,0.784176868,1.304706421
1591,0.787790235,1.415409816
1592,0.742261193,1.310731346
1593,0.73660207,1.32378537
1594,0.660879158,1.207627447
1595,0.69467614,1.28337665
1596,0.697430195,1.277058153
1597,0.764027842,1.255727448
1598,0.718135523,1.338412455
1599,0.764519789,1.315626831
1600,0.697800544,1.324513656
1601,0.765236053,1.360322109
1602,0.686146681,1.274587403
1603,0.76403407,1.317749608
1604,0.751378863,1.354365132
1605,0.728720175,1.253544184
1606,0.705896088,1.171049462
1607,0.742185754,1.217900261
1608,0.650625212,1.086874978
1609,0.690329754,1.116412127
1610,0.765333877,1.15408703
1611,0.752010912,1.058127673
1612,0.783616391,1.007165485
1613,0.667906158,0.892305218
1614,0.545883632,0.68069188
1615,0.452382263,0.534584493
1616,0.523323193,0.598837646
1617,0.530255556,0.671618176
1618,0.641760404,0.758599099
1619,0.601079742,0.852592053
1620,0.656512351,1.001346929
1621,0.64675593,1.013190801
1622,0.719541246,1.104059371
1623,0.598761018,0.956936866
1624,0.663928,0.971838507
1625,0.608935316,0.792312916
1626,0.694840614,0.875768143
1627,0.690576158,0.826362326
1628,0.657864,0.821588778
1629,0.658737947,0.74134731
1630,0.634042596,0.72818166
1631,0.634561035,0.751940402
1632,0.645252912,0.789949276
1633,0.7338504,0.886569479
1634,0.716952439,0.938206304
1635,0.70413226,1.034782087
1636,0.744295649,1.193919244
1637,1.154153404,2.142701321
1638,1.134147753,2.122475881
1639,1.239253053,2.309138398
1640,1.168580944,2.232224482
1641,0.934303005,1.304612589
1642,1.018726625,1.450785286
1643,0.950226487,1.366149046
1644,0.917310705,1.444978089
1645,0.92742621,1.402001063
1646,0.837833186,1.347251758
1647,0.781295982,1.11452002
1648,0.925601969,1.382423178
1649,0.941070666,1.374577172
1650,0.802865318,1.297764216
1651,0.780110535,1.024926263
1652,0.851057473,1.12743405
1653,0.889310243,1.063675043
1654,0.831912782,1.154013874
1655,0.830655845,1.123190608
1656,0.747837686,1.050080175
1657,0.775919334,0.952863063
1658,0.770940267,0.998877376
1659,0.706234648,0.963783944
1660,0.689244548,1.026641995
1661,0.733901553,1.071873181
1662,0.77192136,1.036400445
1663,0.751190116,1.038172099
1664,0.746467014,0.974262824
1665,0.718009653,0.894892402
1666,0.617521595,0.774404494
1667,0.714153729,0.780207187
1668,0.616432755,0.74962079
1669,0.604604371,0.763213731
1670,0.62200447,0.759017205
1671,0.805650498,0.845685627
1672,0.801408266,0.885942278
1673,0.83204265,1.04207076
1674,0.929984855,1.156155921
1675,0.94440506,1.250724023
1676,0.835980734,1.222351722
1677,0.952499141,1.201484175
1678,0.846837107,1.167646799
1679,0.851417457,1.181763061
1680,0.908246347,1.255064333
1681,0.893991485,1.302003929
1682,0.876761293,1.243425758
1683,0.907881759,1.282216334
1684,0.890071483,1.263757852
1685,0.838173879,1.231363441
1686,0.807694897,1.212514231
1687,0.854723828,1.218769302
1688,0.815062379,1.204354447
1689,0.927303534,1.199760653
1690,0.899949328,1.209785446
1691,0.863539064,1.235413202
1692,0.867572759,1.193900859
1693,0.75278834,1.050606743
1694,0.739746431,0.961453663
1695,0.739586157,0.933423912
1696,0.724699814,0.886502622
1697,0.701858748,0.915957191
1698,0.690253684,0.932330434
1699,0.746121707,0.904337519
1700,0.795347526,0.939411276
1701,0.758635526,0.955735752
1702,0.763639667,1.000838842
1703,0.807954947,1.093148447
1704,0.839438789,1.112424709
1705,0.812019018,1.091368355
1706,0.782149842,1.095042514
1707,0.80751607,1.13023721
1708,0.813416088,1.178878731
1709,0.86739014,1.217618892
1710,0.887006653,1.320925698
1711,0.955844053,1.367890405
1712,0.939798332,1.430374563
1713,0.929870996,1.458167579
1714,0.944876629,1.464615111
1715,0.977532901,1.494906049
1716,0.978705096,1.514595478
1717,0.983099959,1.541760346
1718,1.039820844,1.597473434
1719,1.001256264,1.558412274
1720,1.107822392,1.536199914
1721,1.062148021,1.492945461
1722,1.060268337,1.568866621
1723,1.01934468,1.458820864
1724,0.958096683,1.419772335
1725,0.87673658,1.152054925
1726,0.851702245,0.92835807
1727,0.733865518,0.911437286
1728,0.767376088,0.983221119
1729,0.823166702,1.001584601
1730,0.746112583,1.07572729
1731,0.759580423,1.163510065
1732,0.734964147,1.023366989
1733,0.653242422,1.060886074
1734,0.740773474,1.117213713
1735,0.696918423,1.078288945
1736,0.759156047,1.064739271
1737,0.712320965,1.081661936
1738,0.761510595,1.102523704
1739,0.877647539,1.546253031
1740,0.894889181,1.406719243
1741,0.950792202,1.423526063
1742,0.919189588,1.362182931
1743,0.871337193,1.168924982
1744,0.75170955,0.941832308
1745,0.689143308,0.948059732
1746,0.783656866,1.09389262
1747,0.781308704,1.009509812
1748,0.79391893,1.115385987
1749,0.781248474,1.228966051
1750,0.976833464,1.334834954
1751,0.814808857,1.439133612
1752,0.893347964,1.426375995
1753,0.889597024,1.398056361
1754,0.91375753,1.440309922
1755,0.878792913,1.370422597
1756,0.895081409,1.498462631
1757,0.940805572,1.556621151
1758,0.923061813,1.549192624
1759,0.868793492,1.493041272
1760,0.813553933,1.430676229
1761,0.910683536,1.390509909
1762,0.795767688,1.349323145
1763,0.844544274,1.376289134
1764,0.808558698,1.309328914
1765,0.826626586,1.356226163
1766,0.848298379,1.309227022
1767,0.861067274,1.268568814
1768,0.842949894,1.352135198
1769,0.78341063,1.303854523
1770,0.922023548,1.317494058
1771,0.82098529,1.289876462
1772,0.859526776,1.276280256
1773,0.882408024,1.374548159
1774,0.87623826,1.451894325
1775,0.858233745,1.492533423
1776,0.87519586,1.607242683
1777,0.91873977,1.601264569
1778,0.89552902,1.592558794
1779,0.852389828,1.52768133
1780,0.872968502,1.482390681
1781,0.880833327,1.494831888
1782,0.783244896,1.501333526
1783,0.926220269,1.497709761
1784,0.79844978,1.504953536
1785,0.94940749,1.530514815
1786,0.866337553,1.566001223
1787,0.928219132,1.574297847
1788,0.920615117,1.591493849
1789,0.899453603,1.576351588
1790,0.879786837,1.593964636
1791,0.933568564,1.596644299
1792,0.967548197,1.572690508
1793,1.023850953,1.542801459
1794,1.024153132,1.535602118
1795,1.071834385,1.535394554
1796,1.053668398,1.555298801
1797,1.016596445,1.564181212
1798,1.015806593,1.548738668
1799,1.004253779,1.507016664
1800,1.037709062,1.431327211
1801,1.006932254,1.422257497
1802,0.904245755,1.379281087
1803,0.858223165,1.337494189
1804,0.806152649,1.309194057
1805,0.97438381,1.259057673
1806,0.912328157,1.22099154
1807,0.874529279,1.172344731
1808,0.876885795,1.135499831
1809,0.91369113,1.253849856
1810,0.919076883,1.380676503
1811,0.939025901,1.56152652
1812,1.033405262,1.620596135
1813,0.981449344,1.658889873
1814,0.993757882,1.669645244
1815,1.049181436,1.643152209
1816,1.128967699,1.656163454
1817,1.051974226,1.607110986
1818,1.090287455,1.686285429
1819,1.092246198,1.613817365
1820,1.108571556,1.553594334
1821,1.063502661,1.545630465
1822,1.049742446,1.470638591
1823,1.005325172,1.488957542
1824,1.041972651,1.575121385
1825,1.041555794,1.569160888
1826,1.063687655,1.509372518
1827,1.045580524,1.38595671
1828,1.0494289,1.400672422
1829,1.001301438,1.191667033
1830,0.944427982,1.182229183
1831,0.926935606,1.133051257
1832,0.796344276,1.003829169
1833,0.807531742,0.972586833
1834,0.779707006,0.87214053
1835,0.764419635,0.895907206
1836,0.733476403,0.963291455
1837,0.719100143,0.918530374
1838,0.744739141,0.999641866
1839,0.671412476,0.931068828
1840,0.694637125,0.916450166
1841,0.718391769,0.943678709
1842,0.680184078,0.814796977
1843,0.724418947,0.927161768
1844,0.607712419,0.896561955
1845,0.664627268,0.883475943
1846,0.674754912,0.943689058
1847,0.634655531,0.999377475
1848,0.687414133,1.066340382
1849,0.732763755,1.121945332
1850,0.768827221,1.134703341
1851,0.668372207,1.107305031
1852,0.74241733,1.17415668
1853,0.665631681,1.186909997
1854,0.71367708,1.254963649
1855,0.843920472,1.366573544
1856,0.800561406,1.454971705
1857,0.805981455,1.475835091
1858,0.817473895,1.442049778
1859,0.85093577,1.435302538
1860,0.908721755,1.507778468
1861,0.858784891,1.424906017
1862,0.883873789,1.491885625
1863,0.798945644,1.444894871
1864,0.883023821,1.465981111
1865,0.937595532,1.508699465
1866,0.907708716,1.55802951
1867,0.968312479,1.597934597
1868,0.927794757,1.616148574
1869,0.963086255,1.529680403
1870,0.824317664,1.491282868
1871,0.816214494,1.564097122
1872,0.872084418,1.686525842
1873,1.045305132,1.903100544
1874,0.987611251,1.866064107
1875,1.014184361,1.858835548
1876,0.949145804,1.783899706
1877,0.948881912,1.728318692
1878,1.489151172,4.53065851
1879,0.978137383,1.649487387
1880,1.262846365,2.487454459
1881,0.849406752,1.374765637
1882,1.058122367,1.528855213
1883,0.965257436,1.647457502
1884,0.962612175,1.516377219
1885,0.751799438,1.294687476
1886,0.777103086,1.410032613
1887,0.855477167,1.503869902
1888,0.83190176,1.564843734
1889,0.828212283,1.643656251
1890,0.919096413,1.632215857
1891,0.771227071,1.572757542
1892,0.94967664,1.491649017
1893,0.867564261,1.421891828
1894,0.851574403,1.3297679
1895,0.823146023,1.271189741
1896,0.750019335,1.256882885
1897,0.712655968,1.259077885
1898,0.914882108,1.285828699
1899,0.871823896,1.320046566
1900,0.927488138,1.359427688
1901,0.913928928,1.429599737
1902,0.793632715,1.516623304
1903,1.010649204,1.810600945
1904,1.014092355,1.955503137
1905,1.124809996,2.034671589
1906,1.140448581,2.059648506
1907,1.117607141,1.924525839
1908,0.91226543,1.689244933
1909,0.907921963,1.574772337
1910,0.907527329,1.540348979
1911,0.799400467,1.52439641
1912,0.837530552,1.479017397
1913,0.699541867,1.332740365
1914,0.746473298,1.278846149
1915,0.75379534,1.179306396
1916,0.724542606,1.105957687
1917,0.659981281,1.099283362
1918,0.606468041,0.964039955
1919,0.491734156,0.857407605
1920,0.548245618,0.843657073
1921,0.555464844,0.838950753
1922,0.524111622,0.816508776
1923,0.519791275,0.712795746
1924,0.527601104,0.721759339
1925,0.53363966,0.746467607
1926,0.528053554,0.847382699
1927,0.576259575,0.97439781
1928,0.623764566,0.89018481
1929,0.542569088,0.937366367
